game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2020-12-26,202012260DET,CLE,https://www.basketball-reference.com/boxscores/202012260DET.html,26,33,22,20,11,16,128
2020-12-26,202012260DET,DET,https://www.basketball-reference.com/boxscores/202012260DET.html,26,27,33,15,11,7,119
