game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-10-28,202110280GSW,MEM,https://www.basketball-reference.com/boxscores/202110280GSW.html,20,25,28,25,6,104
2021-10-28,202110280GSW,GSW,https://www.basketball-reference.com/boxscores/202110280GSW.html,37,18,24,19,3,101
