game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2024-03-08,202403080PHI,NOP,https://www.basketball-reference.com/boxscores/202403080PHI.html,36,27,21,19,103
2024-03-08,202403080PHI,PHI,https://www.basketball-reference.com/boxscores/202403080PHI.html,15,19,27,34,95
