game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2019-11-20,201911200LAC,BOS,https://www.basketball-reference.com/boxscores/201911200LAC.html,21,21,33,22,7,104
2019-11-20,201911200LAC,LAC,https://www.basketball-reference.com/boxscores/201911200LAC.html,22,18,29,28,10,107
