game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2023-04-22,202304220MIA,MIL,https://www.basketball-reference.com/boxscores/202304220MIA.html,21,32,26,20,99
2023-04-22,202304220MIA,MIA,https://www.basketball-reference.com/boxscores/202304220MIA.html,29,37,28,27,121
