game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-07-11,202107110MIL,PHO,Q1,Chris Paul,https://www.basketball-reference.com/boxscores/202107110MIL.html,7.65,3,4,.750,0,0,0,0,0,0,0,3,0,0,0,0,6,6.5,+1,,
2021-07-11,202107110MIL,PHO,Q1,Jae Crowder,https://www.basketball-reference.com/boxscores/202107110MIL.html,9.57,1,2,.500,1,2,0,0,0,1,1,1,0,0,0,1,3,2.6,+2,.500,
2021-07-11,202107110MIL,PHO,Q1,Devin Booker,https://www.basketball-reference.com/boxscores/202107110MIL.html,12.0,1,7,.143,1,5,2,3,1,1,2,1,0,0,0,0,5,1.8,+3,.200,.667
2021-07-11,202107110MIL,PHO,Q1,Mikal Bridges,https://www.basketball-reference.com/boxscores/202107110MIL.html,7.4,0,0,,0,0,0,0,0,1,1,1,0,0,1,1,0,-0.4,+1,,
2021-07-11,202107110MIL,PHO,Q1,Deandre Ayton,https://www.basketball-reference.com/boxscores/202107110MIL.html,10.7,6,7,.857,0,0,0,0,0,3,3,0,1,0,0,1,12,11.0,+3,,
2021-07-11,202107110MIL,PHO,Q1,Cameron Johnson,https://www.basketball-reference.com/boxscores/202107110MIL.html,7.03,1,2,.500,0,0,0,0,1,1,2,0,0,0,0,1,2,1.6,+3,,
2021-07-11,202107110MIL,PHO,Q1,Cameron Payne,https://www.basketball-reference.com/boxscores/202107110MIL.html,4.6,0,2,.000,0,1,0,0,0,1,1,0,0,0,0,1,0,-1.5,+2,.000,
2021-07-11,202107110MIL,PHO,Q1,Torrey Craig,https://www.basketball-reference.com/boxscores/202107110MIL.html,1.05,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,.000,
2021-07-11,202107110MIL,PHO,Q2,Chris Paul,https://www.basketball-reference.com/boxscores/202107110MIL.html,9.17,2,4,.500,0,1,0,0,0,0,0,1,0,0,2,0,4,0.7,-12,.000,
2021-07-11,202107110MIL,PHO,Q2,Jae Crowder,https://www.basketball-reference.com/boxscores/202107110MIL.html,7.33,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,0,0.6,-16,,
2021-07-11,202107110MIL,PHO,Q2,Devin Booker,https://www.basketball-reference.com/boxscores/202107110MIL.html,7.33,1,4,.250,0,1,0,0,1,0,1,0,0,0,0,1,2,-0.1,-16,.000,
2021-07-11,202107110MIL,PHO,Q2,Mikal Bridges,https://www.basketball-reference.com/boxscores/202107110MIL.html,8.65,0,1,.000,0,1,0,0,0,1,1,0,0,1,2,0,0,-1.7,-9,.000,
2021-07-11,202107110MIL,PHO,Q2,Deandre Ayton,https://www.basketball-reference.com/boxscores/202107110MIL.html,8.98,1,2,.500,0,0,2,2,0,2,2,0,0,0,0,2,4,2.8,-11,,1.000
