game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2022-02-02,202202020PHI,WAS,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202202020PHI.html,35.4,10,19,.526,4,6,.667,0,0,1,6,7,3,1,3,1,1,24,21.0,+8,
2022-02-02,202202020PHI,WAS,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202202020PHI.html,29.98,4,16,.250,1,3,.333,5,6,5,7,12,10,0,0,3,2,14,12.8,+4,.833
2022-02-02,202202020PHI,WAS,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202202020PHI.html,28.92,2,10,.200,0,1,.000,0,0,1,3,4,1,0,0,0,0,4,0.1,0,
2022-02-02,202202020PHI,WAS,Daniel Gafford,https://www.basketball-reference.com/boxscores/202202020PHI.html,21.4,4,7,.571,0,0,,1,1,5,2,7,2,0,1,1,4,9,9.3,-7,1.000
2022-02-02,202202020PHI,WAS,Aaron Holiday,https://www.basketball-reference.com/boxscores/202202020PHI.html,18.12,0,2,.000,0,1,.000,2,2,0,1,1,1,0,0,0,2,2,0.8,-8,1.000
2022-02-02,202202020PHI,WAS,Montrezl Harrell,https://www.basketball-reference.com/boxscores/202202020PHI.html,26.6,7,10,.700,0,0,,0,1,1,2,3,3,0,0,1,3,14,10.6,+10,.000
2022-02-02,202202020PHI,WAS,Deni Avdija,https://www.basketball-reference.com/boxscores/202202020PHI.html,25.87,3,8,.375,0,4,.000,2,2,0,9,9,0,0,0,0,0,8,6.3,+8,1.000
2022-02-02,202202020PHI,WAS,Rui Hachimura,https://www.basketball-reference.com/boxscores/202202020PHI.html,19.08,4,6,.667,1,1,1.000,2,2,0,2,2,1,0,0,1,0,11,8.7,+3,1.000
2022-02-02,202202020PHI,WAS,Corey Kispert,https://www.basketball-reference.com/boxscores/202202020PHI.html,17.65,3,6,.500,3,5,.600,2,2,2,4,6,1,0,1,0,0,11,12.0,-3,1.000
2022-02-02,202202020PHI,WAS,Raul Neto,https://www.basketball-reference.com/boxscores/202202020PHI.html,16.98,4,6,.667,0,1,.000,1,3,0,1,1,3,0,0,1,2,9,6.2,0,.333
2022-02-02,202202020PHI,PHI,Tobias Harris,https://www.basketball-reference.com/boxscores/202202020PHI.html,41.18,7,17,.412,1,2,.500,3,3,1,8,9,3,0,0,2,1,18,11.7,-1,1.000
2022-02-02,202202020PHI,PHI,Tyrese Maxey,https://www.basketball-reference.com/boxscores/202202020PHI.html,37.53,9,16,.563,2,4,.500,2,2,1,7,8,7,1,0,0,3,22,21.9,+9,1.000
2022-02-02,202202020PHI,PHI,Joel Embiid,https://www.basketball-reference.com/boxscores/202202020PHI.html,35.12,11,27,.407,0,3,.000,5,8,3,11,14,6,1,1,0,3,27,21.4,+4,.625
2022-02-02,202202020PHI,PHI,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202202020PHI.html,33.98,1,3,.333,1,2,.500,0,0,1,0,1,0,0,2,0,1,3,3.0,-4,
2022-02-02,202202020PHI,PHI,Danny Green,https://www.basketball-reference.com/boxscores/202202020PHI.html,26.85,2,5,.400,2,4,.500,0,0,1,1,2,2,0,1,0,3,6,5.2,-5,
2022-02-02,202202020PHI,PHI,Isaiah Joe,https://www.basketball-reference.com/boxscores/202202020PHI.html,24.62,4,7,.571,3,5,.600,0,0,0,1,1,1,0,0,0,0,11,8.7,-1,
2022-02-02,202202020PHI,PHI,Georges Niang,https://www.basketball-reference.com/boxscores/202202020PHI.html,23.9,5,11,.455,2,6,.333,0,0,1,2,3,0,0,0,2,3,12,4.4,-2,
2022-02-02,202202020PHI,PHI,Andre Drummond,https://www.basketball-reference.com/boxscores/202202020PHI.html,12.88,2,4,.500,0,0,,0,0,2,1,3,4,0,0,0,4,4,4.9,-7,
2022-02-02,202202020PHI,PHI,Myles Powell,https://www.basketball-reference.com/boxscores/202202020PHI.html,3.93,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,2,0,-1.5,-8,
