game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2024-03-15,202403150CHO,PHO,Q1,Kevin Durant,https://www.basketball-reference.com/boxscores/202403150CHO.html,9.32,0,0,0,0,2,2,1.000,0,2,2,1,0,0,0,0,2,3.3,-1,,
2024-03-15,202403150CHO,PHO,Q1,Bradley Beal,https://www.basketball-reference.com/boxscores/202403150CHO.html,8.6,1,2,0,0,0,0,,1,0,1,4,0,0,1,0,2,3.5,0,.500,
2024-03-15,202403150CHO,PHO,Q1,Devin Booker,https://www.basketball-reference.com/boxscores/202403150CHO.html,12.0,0,3,0,2,0,0,,0,2,2,3,0,0,2,1,0,-1.8,+2,.000,.000
2024-03-15,202403150CHO,PHO,Q1,Grayson Allen,https://www.basketball-reference.com/boxscores/202403150CHO.html,9.32,3,6,1,4,0,0,,0,0,0,1,0,0,0,0,7,4.7,-1,.500,.250
2024-03-15,202403150CHO,PHO,Q1,Jusuf Nurkić,https://www.basketball-reference.com/boxscores/202403150CHO.html,9.32,1,3,0,0,3,6,.500,1,6,7,1,0,0,1,1,5,3.9,-1,.333,
2024-03-15,202403150CHO,PHO,Q1,Eric Gordon,https://www.basketball-reference.com/boxscores/202403150CHO.html,6.08,3,4,2,3,0,0,,0,0,0,0,0,0,0,1,8,6.0,+5,.750,.667
2024-03-15,202403150CHO,PHO,Q1,Royce O'Neale,https://www.basketball-reference.com/boxscores/202403150CHO.html,2.68,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,2,2.0,+3,1.000,
2024-03-15,202403150CHO,PHO,Q1,Drew Eubanks,https://www.basketball-reference.com/boxscores/202403150CHO.html,2.68,1,1,0,0,0,0,,0,2,2,0,0,0,0,0,2,2.3,+3,1.000,
2024-03-15,202403150CHO,PHO,Q2,Kevin Durant,https://www.basketball-reference.com/boxscores/202403150CHO.html,8.87,2,5,0,3,0,0,,0,2,2,1,1,0,1,0,4,2.6,+5,.400,.000
2024-03-15,202403150CHO,PHO,Q2,Bradley Beal,https://www.basketball-reference.com/boxscores/202403150CHO.html,8.87,3,5,1,2,0,0,,1,0,1,1,0,0,1,0,7,5.1,+5,.600,.500
2024-03-15,202403150CHO,PHO,Q2,Devin Booker,https://www.basketball-reference.com/boxscores/202403150CHO.html,5.8,2,5,1,1,0,0,,0,2,2,1,0,0,0,1,5,3.2,+1,.400,1.000
2024-03-15,202403150CHO,PHO,Q2,Grayson Allen,https://www.basketball-reference.com/boxscores/202403150CHO.html,7.9,0,1,0,1,0,0,,0,0,0,2,1,0,0,0,0,1.7,+2,.000,.000
2024-03-15,202403150CHO,PHO,Q2,Jusuf Nurkić,https://www.basketball-reference.com/boxscores/202403150CHO.html,5.23,1,1,0,0,0,0,,2,3,5,0,0,0,0,0,2,4.0,+3,1.000,
2024-03-15,202403150CHO,PHO,Q2,Eric Gordon,https://www.basketball-reference.com/boxscores/202403150CHO.html,9.9,1,2,1,2,0,0,,0,0,0,1,0,0,0,2,3,1.9,+6,.500,.500
