game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2023-03-11,202303110ORL,MIA,https://www.basketball-reference.com/boxscores/202303110ORL.html,24,31,23,30,6,114
2023-03-11,202303110ORL,ORL,https://www.basketball-reference.com/boxscores/202303110ORL.html,34,24,23,27,18,126
