game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2025-04-13,202504130CLE,IND,https://www.basketball-reference.com/boxscores/202504130CLE.html,26,18,23,38,4,17,126
2025-04-13,202504130CLE,CLE,https://www.basketball-reference.com/boxscores/202504130CLE.html,32,29,24,20,4,9,118
