game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
2021-01-12,202101120PHI,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202101120PHI.html,45.73,8,18,.444,6,14,.429,4,5,.800,0,2,2,1,1,1,2,2,26,16.4,+14
2021-01-12,202101120PHI,MIA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202101120PHI.html,45.05,6,12,.500,3,9,.333,0,0,,1,7,8,4,2,1,3,4,15,12.7,-3
2021-01-12,202101120PHI,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/202101120PHI.html,39.28,12,26,.462,3,9,.333,7,8,.875,0,7,7,4,0,1,6,0,34,19.8,-17
2021-01-12,202101120PHI,MIA,Gabe Vincent,https://www.basketball-reference.com/boxscores/202101120PHI.html,36.4,9,20,.450,4,12,.333,2,3,.667,0,2,2,3,2,0,2,3,24,14.7,+9
2021-01-12,202101120PHI,MIA,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202101120PHI.html,35.67,7,10,.700,0,0,,3,4,.750,6,7,13,3,0,1,3,4,17,16.9,-6
2021-01-12,202101120PHI,MIA,Max Strus,https://www.basketball-reference.com/boxscores/202101120PHI.html,23.78,3,7,.429,2,6,.333,0,0,,0,1,1,1,0,0,0,1,8,4.9,+1
2021-01-12,202101120PHI,MIA,Andre Iguodala,https://www.basketball-reference.com/boxscores/202101120PHI.html,22.4,3,10,.300,1,6,.167,0,0,,2,3,5,7,1,0,1,1,7,8.0,-9
2021-01-12,202101120PHI,MIA,Chris Silva,https://www.basketball-reference.com/boxscores/202101120PHI.html,16.68,0,1,.000,0,0,,3,4,.750,5,3,8,4,0,0,1,6,3,5.7,-4
2021-01-12,202101120PHI,PHI,Danny Green,https://www.basketball-reference.com/boxscores/202101120PHI.html,49.82,10,25,.400,9,21,.429,0,0,,6,4,10,6,2,2,6,0,29,22.5,+7
2021-01-12,202101120PHI,PHI,Mike Scott,https://www.basketball-reference.com/boxscores/202101120PHI.html,46.22,6,16,.375,4,12,.333,0,0,,1,2,3,1,0,0,0,1,16,8.8,+3
2021-01-12,202101120PHI,PHI,Joel Embiid,https://www.basketball-reference.com/boxscores/202101120PHI.html,39.33,16,23,.696,0,3,.000,13,13,1.000,2,14,16,4,5,1,4,2,45,44.6,+4
2021-01-12,202101120PHI,PHI,Tyrese Maxey,https://www.basketball-reference.com/boxscores/202101120PHI.html,36.23,7,18,.389,1,6,.167,1,3,.333,1,2,3,8,1,0,1,6,16,9.9,-14
2021-01-12,202101120PHI,PHI,Ben Simmons,https://www.basketball-reference.com/boxscores/202101120PHI.html,31.85,2,2,1.000,0,0,,1,2,.500,1,5,6,12,2,0,6,6,5,8.2,+2
2021-01-12,202101120PHI,PHI,Isaiah Joe,https://www.basketball-reference.com/boxscores/202101120PHI.html,37.12,4,10,.400,4,10,.400,1,1,1.000,1,4,5,1,0,2,0,3,13,10.4,+6
2021-01-12,202101120PHI,PHI,Dwight Howard,https://www.basketball-reference.com/boxscores/202101120PHI.html,13.67,4,4,1.000,0,0,,2,4,.500,4,4,8,0,0,1,0,2,10,11.9,-1
2021-01-12,202101120PHI,PHI,Dakota Mathias,https://www.basketball-reference.com/boxscores/202101120PHI.html,10.77,1,4,.250,1,3,.333,0,2,.000,0,1,1,0,0,0,0,1,3,-0.3,+8
