game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-10-23,202110230IND,MIA,https://www.basketball-reference.com/boxscores/202110230IND.html,24,22,17,23,5,91
2021-10-23,202110230IND,IND,https://www.basketball-reference.com/boxscores/202110230IND.html,28,28,8,22,16,102
