Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Ochai Agbaji,23.0,SG,51,10,1003,0.426,0.551,0.331,0.52,0.75,0.531,0.08,0.57,90,101,91,95,96.0,92,33,144,-13.2,-25.0,
2.0,Darius Bazley,23.0,PF,6,0,142,0.621,0.762,0.25,0.655,0.833,0.7,0.414,0.276,131,140,68,120,106.0,121,169,70,6.3,8.2,
3.0,Jordan Clarkson,31.0,SG,55,19,1682,0.413,0.485,0.294,0.469,0.881,0.521,0.246,0.379,87,89,81,86,112.0,90,101,96,-126.9,-107.1,
4.0,John Collins,26.0,PF,68,66,1901,0.532,0.605,0.371,0.59,0.795,0.621,0.248,0.311,112,111,101,108,101.0,107,102,79,64.6,67.2,
5.0,Kris Dunn,29.0,PG,66,32,1249,0.47,0.525,0.369,0.535,0.688,0.546,0.102,0.355,99,96,101,98,88.0,94,42,90,-7.1,-22.4,
6.0,Simone Fontecchio,28.0,SF,50,34,1160,0.45,0.56,0.391,0.577,0.8,0.592,0.112,0.651,95,103,107,106,102.0,102,46,165,21.7,9.3,
7.0,Keyonte George,20.0,PG,75,44,2023,0.391,0.459,0.334,0.482,0.848,0.533,0.274,0.54,83,84,91,88,108.0,92,112,137,-105.9,-85.2,
8.0,Taylor Hendricks,20.0,PF,40,23,856,0.45,0.55,0.379,0.56,0.793,0.578,0.121,0.583,95,101,104,103,101.0,100,49,148,6.7,-1.2,
9.0,Talen Horton-Tucker,23.0,PG,51,11,1009,0.396,0.438,0.33,0.46,0.807,0.503,0.234,0.391,83,80,90,84,103.0,87,96,99,-80.3,-79.0,
10.0,Johnny Juzang,22.0,SG,20,5,372,0.464,0.576,0.416,0.609,0.714,0.62,0.127,0.7,98,106,114,111,91.0,107,52,177,13.8,9.3,
11.0,Walker Kessler,22.0,C,64,22,1493,0.654,0.68,0.211,0.66,0.602,0.663,0.266,0.054,138,125,58,121,77.0,114,109,14,79.4,64.5,
12.0,Kira Lewis Jr.,22.0,PG,12,0,119,0.45,0.593,0.154,0.475,0.778,0.512,0.225,0.325,95,109,42,87,99.0,88,92,82,-5.7,-6.0,
13.0,Kenneth Lofton Jr.,21.0,PF,4,0,91,0.6,0.739,0.333,0.657,0.818,0.69,0.314,0.343,126,136,91,120,104.0,119,129,87,7.7,8.8,
14.0,Lauri Markkanen,26.0,PF,55,55,1820,0.48,0.559,0.399,0.578,0.899,0.631,0.311,0.493,101,102,109,106,115.0,109,127,125,56.2,104.2,
15.0,Kelly Olynyk,32.0,C,50,8,1019,0.562,0.626,0.429,0.632,0.842,0.677,0.368,0.326,118,115,117,116,107.0,117,151,82,44.0,58.2,
16.0,Micah Potter,25.0,PF,16,0,186,0.475,0.526,0.429,0.588,0.75,0.609,0.2,0.525,100,97,117,107,96.0,105,82,133,3.3,2.5,
17.0,Jason Preston,24.0,PG,7,0,71,0.316,0.375,0.0,0.316,,0.316,0.0,0.158,67,69,0,58,,54,0,40,-8.8,-10.0,
18.0,Luka Šamanić,24.0,PF,43,7,404,0.38,0.5,0.203,0.421,0.786,0.485,0.354,0.405,80,92,56,77,100.0,84,145,103,-39.7,-34.9,
19.0,Brice Sensabaugh,20.0,SF,32,11,584,0.39,0.495,0.296,0.468,0.902,0.511,0.188,0.528,82,91,81,86,115.0,88,77,134,-34.3,-32.8,
20.0,Collin Sexton,25.0,SG,78,51,2075,0.487,0.53,0.394,0.549,0.859,0.607,0.356,0.313,103,97,108,100,110.0,105,146,79,5.4,65.1,
21.0,Omer Yurtseven,25.0,C,48,12,545,0.538,0.588,0.208,0.552,0.679,0.565,0.152,0.13,113,108,57,101,87.0,97,62,33,1.9,-5.7,
,Team Totals,,,82,82,19804,0.467,0.544,0.354,0.539,0.83,0.579,0.251,0.406,98,100,97,99,106.0,100,103,103,-110.9,-12.0,
