Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Collin Sexton,25.0,SG,78,51,2075,0.487,12.3,0.687,0.203,0.346,0.098,0.039,0.313,0.53,0.744,0.451,0.402,0.439,0.394,0.418,0.805,0.027,23,0.212,0.435,2,0,
2.0,Keyonte George,20.0,PG,75,44,2023,0.391,17.9,0.46,0.075,0.228,0.104,0.053,0.54,0.459,0.689,0.425,0.447,0.302,0.334,0.366,0.701,0.015,12,0.127,0.357,3,0,
3.0,John Collins,26.0,PF,68,66,1901,0.532,11.0,0.689,0.303,0.304,0.043,0.039,0.311,0.605,0.783,0.493,0.438,0.276,0.371,0.73,0.988,0.15,106,0.431,0.37,0,0,
4.0,Lauri Markkanen,26.0,PF,55,55,1820,0.48,15.7,0.507,0.175,0.24,0.061,0.03,0.493,0.559,0.724,0.5,0.389,0.407,0.399,0.742,0.983,0.098,77,0.178,0.436,1,0,
5.0,Jordan Clarkson,31.0,SG,55,19,1682,0.413,14.9,0.621,0.113,0.339,0.125,0.044,0.379,0.485,0.598,0.473,0.412,0.5,0.294,0.37,0.703,0.017,13,0.133,0.415,8,0,
6.0,Walker Kessler,22.0,C,64,22,1493,0.654,3.4,0.946,0.68,0.257,0.003,0.006,0.054,0.68,0.752,0.511,0.0,0.0,0.211,0.742,1.0,0.363,124,1.0,0.211,0,0,
7.0,Kris Dunn,29.0,PG,66,32,1249,0.47,12.6,0.645,0.163,0.419,0.058,0.006,0.355,0.525,0.686,0.481,0.389,0.5,0.369,0.274,0.951,0.054,17,0.351,0.41,1,0,
8.0,Simone Fontecchio,28.0,SF,50,34,1160,0.45,17.7,0.349,0.165,0.156,0.022,0.006,0.651,0.56,0.61,0.518,0.375,1.0,0.391,0.7,0.989,0.053,15,0.451,0.39,0,0,
9.0,Kelly Olynyk,32.0,C,50,8,1019,0.562,12.1,0.674,0.295,0.264,0.058,0.058,0.326,0.626,0.776,0.588,0.267,0.4,0.429,0.477,0.972,0.016,4,0.202,0.353,0,0,
10.0,Talen Horton-Tucker,23.0,PG,51,11,1009,0.396,13.8,0.609,0.187,0.312,0.082,0.028,0.391,0.438,0.621,0.407,0.237,0.154,0.33,0.242,0.8,0.037,12,0.203,0.351,2,0,
11.0,Ochai Agbaji,23.0,SG,51,10,1003,0.426,15.9,0.43,0.201,0.181,0.036,0.012,0.57,0.551,0.72,0.422,0.333,0.333,0.331,0.831,0.979,0.068,15,0.451,0.406,0,0,
12.0,Taylor Hendricks,20.0,PF,40,23,856,0.45,16.5,0.417,0.158,0.196,0.038,0.025,0.583,0.55,0.737,0.447,0.667,0.0,0.379,0.545,1.0,0.092,20,0.514,0.458,0,0,
13.0,Brice Sensabaugh,20.0,SF,32,11,584,0.39,17.3,0.472,0.041,0.248,0.138,0.046,0.528,0.495,0.667,0.463,0.567,0.3,0.296,0.51,0.794,0.009,2,0.296,0.353,0,0,
14.0,Omer Yurtseven,25.0,C,48,12,545,0.538,7.4,0.87,0.332,0.467,0.049,0.022,0.13,0.588,0.738,0.5,0.444,0.5,0.208,0.66,1.0,0.185,29,0.458,0.273,0,0,
15.0,Luka Šamanić,24.0,PF,43,7,404,0.38,12.5,0.595,0.215,0.373,0.006,0.0,0.405,0.5,0.735,0.356,1.0,,0.203,0.681,1.0,0.063,9,0.359,0.261,0,0,
16.0,Johnny Juzang,22.0,SG,20,5,372,0.464,19.3,0.3,0.027,0.236,0.018,0.018,0.7,0.576,1.0,0.538,0.5,0.5,0.416,0.789,1.0,0.009,1,0.442,0.382,0,0,
17.0,Micah Potter,25.0,PF,16,0,186,0.475,14.4,0.475,0.2,0.275,0.0,0.0,0.525,0.526,0.625,0.455,,,0.429,0.6,1.0,0.075,3,0.667,0.571,0,0,
18.0,Darius Bazley,23.0,PF,6,0,142,0.621,10.2,0.724,0.31,0.345,0.069,0.0,0.276,0.762,1.0,0.6,0.5,,0.25,0.5,1.0,0.207,6,0.625,0.4,0,0,
19.0,Kira Lewis Jr.,22.0,PG,12,0,119,0.45,13.3,0.675,0.1,0.375,0.15,0.05,0.325,0.593,0.75,0.733,0.333,0.0,0.154,0.375,0.5,0.0,0,0.231,0.0,0,0,
20.0,Kenneth Lofton Jr.,21.0,PF,4,0,91,0.6,13.8,0.657,0.171,0.314,0.029,0.143,0.343,0.739,1.0,0.545,1.0,0.8,0.333,0.471,1.0,0.029,1,0.25,0.333,0,0,
21.0,Jason Preston,24.0,PG,7,0,71,0.316,9.9,0.842,0.105,0.579,0.158,0.0,0.158,0.375,0.5,0.273,0.667,,0.0,0.333,,0.0,0,0.333,0.0,0,0,
,Team Totals,,,82,82,19804,0.467,13.4,0.594,0.201,0.289,0.071,0.033,0.406,0.544,0.725,0.471,0.412,0.372,0.354,0.544,0.882,0.072,489,0.276,0.39,17,0,
