Rk,Unnamed: 1,Salary
1,Paul George,"$35,450,412"
2,Kawhi Leonard,"$34,379,100"
3,Marcus Morris,"$14,883,721"
4,Patrick Beverley,"$13,333,333"
5,Serge Ibaka,"$9,258,000"
6,Rajon Rondo,"$8,250,000"
7,Ivica Zubac,"$7,000,000"
8,Luke Kennard,"$5,273,826"
9,Patrick Patterson,"$3,077,704"
10,Reggie Jackson,"$1,620,564"
11,Nicolas Batum,"$1,620,564"
12,Terance Mann,"$1,517,984"
13,Daniel Oturu,"$898,310"
14,DeMarcus Cousins,"$455,091"
15,Yogi Ferrell,"$325,167"
16,Malik Fitts,"$61,528"
17,Amir Coffey,$0
18,Jay Scrubb,$0
