Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Paul George,30.0,SF,19,19,40.8,8.7,19.7,0.441,2.7,8.0,0.336,6.0,11.7,0.514,0.509,6.8,8.1,0.844,0.9,8.7,9.6,5.4,1.0,0.5,3.5,3.1,26.9,
2.0,Kawhi Leonard,29.0,SF,11,11,39.3,11.1,19.4,0.573,2.2,5.5,0.393,8.9,13.8,0.645,0.629,6.0,6.8,0.88,2.0,5.7,7.7,4.4,2.1,0.8,2.2,2.6,30.4,
3.0,Reggie Jackson,30.0,SG,19,17,32.7,6.4,13.3,0.484,3.1,7.5,0.408,3.4,5.8,0.582,0.599,1.9,2.2,0.878,0.4,2.8,3.2,3.4,0.9,0.2,1.5,2.6,17.8,
4.0,Marcus Morris,31.0,PF,19,18,31.8,4.5,10.5,0.43,1.9,5.1,0.375,2.6,5.5,0.481,0.52,1.3,1.7,0.75,0.7,3.6,4.3,1.5,0.5,0.5,0.4,2.6,12.2,
5.0,Nicolas Batum,32.0,SF,19,10,29.2,2.8,5.7,0.486,1.5,3.8,0.389,1.3,1.9,0.676,0.615,1.0,1.2,0.826,1.0,4.5,5.5,2.1,1.3,0.5,0.3,1.4,8.1,
6.0,Terance Mann,24.0,SG,19,6,19.9,2.8,5.5,0.519,0.8,1.9,0.432,2.0,3.5,0.567,0.596,1.1,1.5,0.714,0.9,1.8,2.7,0.7,0.5,0.3,0.2,2.2,7.6,
7.0,Patrick Beverley,32.0,PG,17,7,19.0,1.7,4.0,0.426,0.8,2.2,0.351,0.9,1.8,0.516,0.522,0.7,0.8,0.857,0.6,1.8,2.4,1.4,0.7,0.7,0.2,2.1,4.9,
8.0,Ivica Zubac,23.0,C,17,7,17.7,2.0,3.4,0.596,0.0,0.0,,2.0,3.4,0.596,0.596,2.3,2.9,0.796,2.5,3.3,5.8,0.4,0.1,0.7,0.9,1.9,6.3,
9.0,Rajon Rondo,34.0,PG,13,0,16.9,1.4,4.1,0.34,0.8,2.2,0.393,0.5,1.9,0.28,0.443,0.6,0.9,0.667,0.3,2.3,2.6,3.8,0.4,0.2,1.1,1.4,4.2,
10.0,Luke Kennard,24.0,SG,15,0,14.6,2.1,4.3,0.477,1.4,3.4,0.412,0.7,0.9,0.714,0.638,0.1,0.1,0.5,0.3,0.6,0.9,0.5,0.1,0.0,0.2,1.0,5.6,
11.0,Serge Ibaka,31.0,C,2,0,9.0,1.5,3.0,0.5,0.0,1.0,0.0,1.5,2.0,0.75,0.5,2.0,2.0,1.0,0.5,1.5,2.0,1.0,0.5,1.5,0.5,0.5,5.0,
12.0,DeMarcus Cousins,30.0,C,7,0,8.3,2.7,6.0,0.452,0.6,1.4,0.4,2.1,4.6,0.469,0.5,1.6,2.0,0.786,0.9,1.1,2.0,0.7,0.3,0.4,0.7,1.9,7.6,
13.0,Daniel Oturu,21.0,C,8,0,1.9,0.3,0.6,0.4,0.0,0.1,0.0,0.3,0.5,0.5,0.4,0.1,0.3,0.5,0.3,0.3,0.5,0.0,0.0,0.1,0.0,0.3,0.6,
14.0,Yogi Ferrell,27.0,PG,9,0,1.7,0.2,0.6,0.4,0.0,0.1,0.0,0.2,0.4,0.5,0.4,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.4,
15.0,Amir Coffey,23.0,SG,10,0,1.6,0.3,0.4,0.75,0.1,0.1,1.0,0.2,0.3,0.667,0.875,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.7,
16.0,Jay Scrubb,20.0,SG,6,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,
,Team Totals,,,19,19,240.0,39.1,81.9,0.477,13.8,36.4,0.381,25.3,45.6,0.554,0.562,19.5,23.7,0.823,8.8,32.4,41.2,20.8,6.8,4.3,10.7,19.5,111.6,
