Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Paul George,30.0,SF,19,19,776,0,2,63,34,0,5.2,3.6,39,18,19,9,53,7,255,9,13,
2.0,Reggie Jackson,30.0,SG,19,17,622,55,45,1,0,0,8.8,13.2,18,3,17,4,15,5,164,3,8,
3.0,Marcus Morris,31.0,PF,19,18,604,0,0,0,31,69,-1.0,-17.2,3,1,23,3,8,4,70,0,5,
4.0,Nicolas Batum,32.0,SF,19,10,555,0,0,6,76,17,13.0,21.5,4,0,12,0,8,1,103,1,2,
5.0,Kawhi Leonard,29.0,SF,11,11,432,0,62,34,4,0,3.2,-2.8,11,9,10,2,32,0,126,8,6,
6.0,Terance Mann,24.0,SG,19,6,378,3,47,48,1,0,16.6,20.4,2,2,16,0,12,5,37,4,4,
7.0,Patrick Beverley,32.0,PG,17,7,323,91,9,0,0,0,1.1,-5.4,1,2,15,1,6,6,63,2,3,
8.0,Ivica Zubac,23.0,C,17,7,301,0,0,0,0,100,-3.8,-12.6,3,5,15,6,16,0,17,2,5,
9.0,Rajon Rondo,34.0,PG,13,0,220,100,0,0,0,0,-6.3,-14.2,9,4,4,0,3,1,124,0,2,
10.0,Luke Kennard,24.0,SG,15,0,219,15,63,21,1,0,0.7,-5.2,2,0,5,1,2,0,17,2,0,
11.0,DeMarcus Cousins,30.0,C,7,0,58,0,0,0,0,100,-15.6,-21.7,0,0,4,4,8,2,12,4,3,
12.0,Serge Ibaka,31.0,C,2,0,18,0,0,0,0,100,59.9,56.3,0,1,1,0,1,0,5,0,0,
13.0,Amir Coffey,23.0,SG,10,0,16,0,0,1,95,5,-6.9,-11.7,0,1,0,0,0,0,2,0,0,
14.0,Yogi Ferrell,27.0,PG,9,0,15,100,0,0,0,0,-8.0,-12.8,0,0,0,0,0,0,8,0,0,
15.0,Daniel Oturu,21.0,C,8,0,15,0,0,0,0,100,-18.8,-23.8,0,0,2,0,1,0,0,0,0,
16.0,Jay Scrubb,20.0,SG,6,0,8,0,0,99,2,0,-51.2,-56.2,0,0,0,0,0,0,0,0,0,
,Team Totals,,,19,19,4560,20,20,20,20,20,4.6,1.7,92,46,143,30,165,31,1003,35,51,
