unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Ryan Rollins,41:01,4,10,.400,3,5,.600,2,2,1.000,1,4,5,6,2,2,3,4,13,12.5,0,True,,MIL,NYK,NYK,MIL,False,True,96af34d5e80c38bf8f8102c3024a9f9c301e1497,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
A.J. Green,39:15,6,12,.500,6,12,.500,0,0,,0,5,5,1,2,0,2,2,18,13.4,-12,True,,MIL,NYK,NYK,MIL,False,True,0d0f75af97dbd558c365aad20f088711bdf51df3,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Myles Turner,30:23,3,10,.300,2,7,.286,2,2,1.000,2,1,3,1,1,2,0,5,10,7.0,-12,True,,MIL,NYK,NYK,MIL,False,True,3324348912bebfc87925bc1bc7ad8a2f09b3bdf9,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Giannis Antetokounmpo,28:05,10,14,.714,0,2,.000,10,14,.714,2,13,15,8,1,0,3,5,30,29.5,+2,True,,MIL,NYK,NYK,MIL,False,True,4026bc8ef31aea450eb2243318b371f3fee3b155,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Gary Trent Jr.,24:56,1,4,.250,1,4,.250,0,0,,0,0,0,1,0,0,0,3,3,0.1,-6,True,,MIL,NYK,NYK,MIL,False,True,a0eceabe638c05b4ee363df3ce4480c13b876f14,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,MIL,NYK,NYK,MIL,False,True,9ca9833a3a26bc3b53390b0f32f7a907b4bc61e4,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Kyle Kuzma,28:14,8,9,.889,4,5,.800,0,2,.000,0,4,4,3,2,0,2,1,20,19.0,-11,True,,MIL,NYK,NYK,MIL,False,True,e29e03e68c89afc7f2b9e21d11a0b8dfb0865f21,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Gary Harris,23:30,1,2,.500,1,2,.500,2,2,1.000,0,0,0,0,0,0,2,1,5,1.6,0,True,,MIL,NYK,NYK,MIL,False,True,e10809ee8550ba14ab59bd990b37285bea1b13db,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Bobby Portis,17:37,1,7,.143,1,4,.250,0,0,,0,3,3,2,0,0,2,2,3,-2.0,+3,True,,MIL,NYK,NYK,MIL,False,True,21e078145740cc6e326a3f9ec54478b4cef9f65e,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Cole Anthony,6:59,3,3,1.000,0,0,,1,3,.333,0,0,0,2,1,0,1,3,7,5.5,-9,True,,MIL,NYK,NYK,MIL,False,True,ef941044e0d78589ac096763f59e82cbee97f825,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Thanasis Antetokounmpo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIL,NYK,NYK,MIL,False,True,ab404152931de9732154753e6c34e793c48f74c4,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Amir Coffey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIL,NYK,NYK,MIL,False,True,0e17a66b5208be970c7877e4690147ef7b241f2d,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Andre Jackson Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIL,NYK,NYK,MIL,False,True,8b53639bfa6e0c0fce95e3ace7407e07fe70b0d3,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Mark Sears,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIL,NYK,NYK,MIL,False,True,44a8aa5c9ed0f19e001530d655d80e7276acbf82,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Jericho Sims,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIL,NYK,NYK,MIL,False,True,18c36758fd166e45737cc6dedadcbdcfa0e2002f,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
Team Totals,240,37,71,.521,18,41,.439,17,25,.680,5,30,35,24,9,4,15,26,109,,,True,,MIL,NYK,NYK,MIL,False,True,d5ccb4a227a698d5f4ee19704fd8452e9a426bad,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.862645,box-MIL-game-basic
