Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Luka Dončić,24,PG,22,22,900,9.0,20.2,0.446,2.7,8.4,0.322,6.3,11.7,0.536,0.514,4.7,6.1,0.765,0.6,7.7,8.3,7.1,1.6,0.3,3.6,2.2,25.4,
2,Kyrie Irving,31,SG,22,22,879,7.6,16.3,0.467,2.2,5.6,0.39,5.4,10.7,0.508,0.534,2.5,3.0,0.849,0.9,2.4,3.3,4.6,0.9,0.3,2.1,2.5,19.9,
3,P.J. Washington,25,PF,22,22,785,4.6,10.7,0.427,2.2,6.2,0.348,2.4,4.5,0.535,0.528,1.8,2.5,0.709,1.5,5.1,6.6,1.4,0.7,0.8,1.5,3.1,13.1,
4,Derrick Jones Jr.,26,SF,22,22,647,4.3,8.9,0.481,1.3,3.6,0.369,2.9,5.3,0.558,0.556,1.2,1.7,0.733,1.8,2.4,4.2,1.5,0.6,1.2,1.0,3.0,11.1,
5,Dereck Lively II,19,C,21,0,462,5.0,7.4,0.674,0.1,0.1,1.0,4.9,7.3,0.67,0.679,2.8,4.8,0.59,4.4,7.7,12.2,2.1,0.7,1.6,1.6,3.7,12.9,
6,Daniel Gafford,25,PF,22,22,445,6.3,10.0,0.634,0.0,0.0,,6.3,10.0,0.634,0.634,3.3,5.3,0.631,3.4,6.5,9.9,1.2,0.5,2.7,1.5,3.1,15.9,
7,Josh Green,23,SG,22,0,399,3.2,7.7,0.424,2.1,5.3,0.39,1.2,2.3,0.5,0.559,1.3,1.7,0.737,1.9,3.2,5.1,2.1,1.5,0.3,0.6,2.6,9.8,
8,Maxi Kleber,32,C,13,0,219,2.6,6.4,0.41,2.0,4.6,0.429,0.7,1.8,0.364,0.564,0.7,1.0,0.667,0.7,3.5,4.1,2.1,0.5,0.7,0.8,3.3,7.9,
9,Tim Hardaway Jr.,31,SF,14,0,178,4.4,11.7,0.379,2.6,7.5,0.351,1.8,4.2,0.429,0.491,0.8,1.6,0.5,0.4,4.7,5.1,1.0,1.0,0.2,0.4,2.0,12.3,
10,Dante Exum,28,PG,21,0,144,4.0,11.0,0.364,1.7,5.0,0.35,2.3,6.0,0.375,0.443,1.0,1.5,0.667,0.7,3.5,4.2,3.0,0.7,0.2,1.2,2.3,10.7,
11,Jaden Hardy,21,SG,19,0,129,8.1,19.0,0.426,3.1,7.5,0.407,5.0,11.4,0.439,0.507,3.1,4.2,0.733,0.6,3.6,4.2,4.7,0.8,0.0,2.0,3.6,22.3,
12,Dwight Powell,32,C,13,0,44,0.8,2.5,0.333,0.0,0.0,,0.8,2.5,0.333,0.333,3.3,4.9,0.667,2.5,7.4,9.8,2.5,0.8,0.0,2.5,7.4,4.9,
13,A.J. Lawson,23,SG,10,0,30,4.8,10.8,0.444,2.4,7.2,0.333,2.4,3.6,0.667,0.556,1.2,2.4,0.5,1.2,2.4,3.6,0.0,0.0,1.2,0.0,1.2,13.2,
14,Markieff Morris,34,PF,1,0,12,3.0,15.0,0.2,3.0,9.0,0.333,0.0,6.0,0.0,0.3,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,3.0,3.0,9.0,
15,Olivier-Maxence Prosper,21,PF,3,0,9,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,12.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,
