Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Luka Dončić,24.0,PG,22,22,900,93,7,0,0,0,4.8,7.0,49,31,17,4,73,6,415,19,12,
2.0,Kyrie Irving,31.0,SG,22,22,879,7,90,3,0,0,6.5,17.0,25,15,25,3,26,5,264,7,29,
3.0,P.J. Washington,25.0,PF,22,22,785,0,0,3,95,1,4.0,1.3,11,10,32,4,23,2,75,3,12,
4.0,Derrick Jones Jr.,26.0,SF,22,22,647,0,0,81,19,0,5.2,3.9,10,7,28,0,14,6,68,4,15,
5.0,Dereck Lively II,19.0,C,21,0,462,0,0,0,0,100,11.5,14.0,7,3,25,8,20,0,68,6,12,
6.0,Daniel Gafford,25.0,PF,22,22,445,0,0,0,10,91,-4.4,-13.8,4,7,17,7,33,1,37,5,10,
7.0,Josh Green,23.0,SG,22,0,399,0,17,77,6,0,3.6,-0.2,3,2,12,2,8,6,59,1,4,
8.0,Maxi Kleber,32.0,C,13,0,219,0,0,0,40,60,3.1,-0.8,1,1,11,2,1,3,31,0,3,
9.0,Tim Hardaway Jr.,31.0,SF,14,0,178,0,8,81,10,0,-9.1,-15.5,1,1,6,0,4,0,11,1,3,
10.0,Dante Exum,28.0,PG,21,0,144,100,0,0,0,0,-1.5,-6.0,2,1,5,1,2,2,30,0,3,
11.0,Jaden Hardy,21.0,SG,19,0,129,8,83,9,0,0,-7.7,-13.0,4,1,4,1,7,0,42,1,4,
12.0,Dwight Powell,32.0,C,13,0,44,0,0,0,0,100,12.7,9.4,1,0,5,2,2,0,8,0,0,
13.0,A.J. Lawson,23.0,SG,10,0,30,0,30,70,0,0,-9.7,-13.8,0,0,0,0,1,0,0,0,0,
14.0,Markieff Morris,34.0,PF,1,0,12,0,0,0,55,45,25.0,21.6,0,1,1,0,0,0,0,0,0,
15.0,Olivier-Maxence Prosper,21.0,PF,3,0,9,0,0,0,100,0,-37.5,-41.5,0,0,0,0,0,0,2,0,1,
,Team Totals,,,22,22,5282,20,20,20,20,20,3.7,3.7,118,80,188,34,214,31,1110,47,108,
