Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Luka Dončić,24.0,22,22,900,225,504,0.446,68,211,0.322,157,293,0.536,0.514,117,153,0.765,16,192,208,178,41,8,90,56,635,7,
2.0,Kyrie Irving,31.0,22,22,879,186,398,0.467,53,136,0.39,133,262,0.508,0.534,62,73,0.849,22,59,81,113,23,7,51,62,487,0,
3.0,P.J. Washington,25.0,22,22,785,100,234,0.427,47,135,0.348,53,99,0.535,0.528,39,55,0.709,33,112,145,31,16,17,32,67,286,0,
4.0,Derrick Jones Jr.,26.0,22,22,647,77,160,0.481,24,65,0.369,53,95,0.558,0.556,22,30,0.733,33,43,76,27,11,21,18,54,200,0,
5.0,Dereck Lively II,19.0,21,0,462,64,95,0.674,1,1,1.0,63,94,0.67,0.679,36,61,0.59,57,99,156,27,9,20,21,48,165,0,
6.0,Daniel Gafford,25.0,22,22,445,78,123,0.634,0,0,,78,123,0.634,0.634,41,65,0.631,42,80,122,15,6,33,19,38,197,0,
7.0,Josh Green,23.0,22,0,399,36,85,0.424,23,59,0.39,13,26,0.5,0.559,14,19,0.737,21,35,56,23,17,3,7,29,109,0,
8.0,Maxi Kleber,32.0,13,0,219,16,39,0.41,12,28,0.429,4,11,0.364,0.564,4,6,0.667,4,21,25,13,3,4,5,20,48,0,
9.0,Tim Hardaway Jr.,31.0,14,0,178,22,58,0.379,13,37,0.351,9,21,0.429,0.491,4,8,0.5,2,23,25,5,5,1,2,10,61,0,
10.0,Dante Exum,28.0,21,0,144,16,44,0.364,7,20,0.35,9,24,0.375,0.443,4,6,0.667,3,14,17,12,3,1,5,9,43,0,
11.0,Jaden Hardy,21.0,19,0,129,29,68,0.426,11,27,0.407,18,41,0.439,0.507,11,15,0.733,2,13,15,17,3,0,7,13,80,0,
12.0,Dwight Powell,32.0,13,0,44,1,3,0.333,0,0,,1,3,0.333,0.333,4,6,0.667,3,9,12,3,1,0,3,9,6,0,
13.0,A.J. Lawson,23.0,10,0,30,4,9,0.444,2,6,0.333,2,3,0.667,0.556,1,2,0.5,1,2,3,0,0,1,0,1,11,0,
14.0,Markieff Morris,34.0,1,0,12,1,5,0.2,1,3,0.333,0,2,0.0,0.3,0,0,,0,4,4,0,0,0,1,1,3,0,
15.0,Olivier-Maxence Prosper,21.0,3,0,9,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,0,3,3,1,0,0,0,0,0,0,
,Team Totals,,22,22,5282,855,1827,0.468,262,728,0.36,593,1099,0.54,0.54,359,499,0.719,239,709,948,465,138,116,261,417,2331,7,
