unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Derrick White,39:53,5,16,.313,2,10,.200,0,0,,0,3,3,5,5,1,3,1,12,9.5,0,True,,BOS,POR,POR,BOS,False,True,557d24030ab911143d1b3f0f9d9e53404cd45c81,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Payton Pritchard,37:37,3,10,.300,3,8,.375,0,0,,0,5,5,5,2,0,2,0,9,8.2,+2,True,,BOS,POR,POR,BOS,False,True,dc64e0fd9a3d54c14fff44454d5d7d41fb5d707d,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Jaylen Brown,36:57,14,23,.609,2,5,.400,7,10,.700,1,6,7,4,0,0,6,5,37,22.6,0,True,,BOS,POR,POR,BOS,False,True,b52330a56f189ed455ccbbf6e658743510ea4383,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Neemias Queta,29:21,5,9,.556,0,0,,1,2,.500,4,4,8,0,1,2,3,5,11,7.7,+2,True,,BOS,POR,POR,BOS,False,True,1ff53cfe58c3c76a79d6ff06e9aad558f6ee8be1,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Jordan Walsh,9:46,2,3,.667,1,2,.500,0,0,,0,1,1,0,1,0,1,3,5,2.8,0,True,,BOS,POR,POR,BOS,False,True,0cc29a494d8cf442b9dfa5a86b76c1a67cfeffd1,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,BOS,POR,POR,BOS,False,True,b11b5d09ae491c8cccbe8beffc15d85e1d40bf9c,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Hugo González,30:17,5,10,.500,1,5,.200,2,2,1.000,3,3,6,3,2,0,2,2,13,12.3,+3,True,,BOS,POR,POR,BOS,False,True,2998a4811f7a5838988786b791b380d250023b74,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Sam Hauser,19:26,1,5,.200,1,5,.200,0,0,,0,2,2,0,0,2,0,1,3,1.5,-9,True,,BOS,POR,POR,BOS,False,True,4a7013dea00d76834a7ef69349e4803850650a80,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Anfernee Simons,18:42,4,11,.364,2,6,.333,3,3,1.000,2,1,3,1,2,0,0,0,13,11.3,-15,True,,BOS,POR,POR,BOS,False,True,6425e008bb0bf769f598d5c90f02e89cc19ac752,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Luka Garza,11:01,1,4,.250,1,3,.333,2,2,1.000,2,1,3,0,0,0,2,5,5,0.3,-9,True,,BOS,POR,POR,BOS,False,True,daa4047506754d7145feae7a4eee9a5e8d4556e5,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Baylor Scheierman,7:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,-4,True,,BOS,POR,POR,BOS,False,True,5301eed6cb18d9f441e108b20c914ce5a31789c2,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Chris Boucher,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,False,coach_decision,BOS,POR,POR,BOS,False,True,f1f786f760a50f209aac4aa249687b4625854259,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Josh Minott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,BOS,POR,POR,BOS,False,True,47d1937d4937238190714959be9ca9d628e90c82,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Xavier Tillman Sr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,BOS,POR,POR,BOS,False,True,c5d3d8ddaedbaed9b137eed04c394be96f19250f,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
Team Totals,240,40,91,.440,13,44,.295,15,19,.789,12,26,38,19,13,5,19,23,108,,,True,,BOS,POR,POR,BOS,False,True,559c7ba262023b143e6798d513f1f28ef8fca7ae,202512280POR,"Boston Celtics at Portland Trail Blazers Box Score, December 28, 2025",2026-01-20T14:37:10.642544,box-BOS-game-basic
