unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Josh Hart,39:54,5,12,.417,0,4,.000,9,10,.900,2,13,15,7,3,0,3,4,19,20.8,+15,True,,NYK,MIL,NYK,MIL,True,False,091ce1258d9977780fcf13795209f640db638292,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Jalen Brunson,39:05,12,21,.571,4,6,.667,9,10,.900,1,0,1,5,1,0,3,2,37,28.1,+10,True,,NYK,MIL,NYK,MIL,True,False,f5c04b863b320fc459f630ed497343418c9fe6b4,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Karl-Anthony Towns,35:41,2,8,.250,1,2,.500,4,5,.800,3,7,10,4,0,1,2,4,9,7.9,0,True,,NYK,MIL,NYK,MIL,True,False,e926d36490f7983c3523fbd3f9175564ef389f39,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Mikal Bridges,34:43,6,12,.500,2,5,.400,0,0,,1,3,4,2,2,1,0,3,14,12.5,+3,True,,NYK,MIL,NYK,MIL,True,False,c3d210554b5d72dae41e5ff0f0b8155936019337,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Miles McBride,33:22,5,8,.625,5,7,.714,4,4,1.000,1,1,2,1,0,0,0,3,19,15.9,+14,True,,NYK,MIL,NYK,MIL,True,False,7d6c18597a753288f85386a05a5b71dd1d4d059b,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,NYK,MIL,NYK,MIL,True,False,c0e9f072ea1fe1259770b40c0c463a6d85cd5c88,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Jordan Clarkson,21:52,2,13,.154,0,5,.000,2,2,1.000,3,1,4,3,0,0,1,1,6,0.8,+9,True,,NYK,MIL,NYK,MIL,True,False,437cca6d8f86b9acaf93b20ccffcd52e976a6b31,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Mitchell Robinson,18:59,3,3,1.000,0,0,,0,2,.000,3,4,7,1,2,0,2,2,6,7.5,-4,True,,NYK,MIL,NYK,MIL,True,False,76217e07122de61b56711abd9dd7e294426e6683,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Tyler Kolek,10:15,2,5,.400,1,3,.333,0,0,,0,0,0,1,2,0,0,2,5,4.2,+2,True,,NYK,MIL,NYK,MIL,True,False,25b9f4b6f62de89c5eab608a200a26187ac254f4,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Guerschon Yabusele,6:09,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,0,3,2.0,-4,True,,NYK,MIL,NYK,MIL,True,False,2823b28c4127c51f9e514205db4aac3ea9a6d00b,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Pacome Dadiet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,NYK,MIL,NYK,MIL,True,False,6583bf1d1eddf8f8ea1c51e909059973096b4492,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Mohamed Diawara,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,NYK,MIL,NYK,MIL,True,False,1455913d9b11b07ff14d6c0a1a0a6b2570ddb801,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Tosan Evbuomwan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,NYK,MIL,NYK,MIL,True,False,7e18f9492cb199cf9e7a0e62fbd0dd0039894033,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Ariel Hukporti,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,NYK,MIL,NYK,MIL,True,False,0bac393713ee08a2a49f08a66278179c2ce66884,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
Team Totals,240,38,84,.452,14,34,.412,28,33,.848,14,30,44,25,10,2,13,21,118,,,True,,NYK,MIL,NYK,MIL,True,False,e4fc6b1e8877241a834d8a6a61996e59fb86b34a,202511280NYK,"Milwaukee Bucks at New York Knicks Box Score, November 28, 2025",2025-12-31T08:46:03.948896,box-NYK-game-basic
