unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Josh Hart,37:40,3,8,.375,1,3,.333,0,1,.000,2,10,12,7,2,2,1,3,7,12.7,+17,True,,NYK,BRK,BRK,NYK,False,True,091ce1258d9977780fcf13795209f640db638292,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Mikal Bridges,33:30,6,11,.545,2,5,.400,2,2,1.000,1,3,4,4,2,1,1,3,16,15.6,+19,True,,NYK,BRK,BRK,NYK,False,True,c3d210554b5d72dae41e5ff0f0b8155936019337,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Karl-Anthony Towns,32:58,14,20,.700,3,4,.750,6,6,1.000,3,9,12,3,1,2,1,3,37,35.7,+25,True,,NYK,BRK,BRK,NYK,False,True,e926d36490f7983c3523fbd3f9175564ef389f39,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Jalen Brunson,32:44,10,19,.526,4,9,.444,3,3,1.000,1,2,3,3,1,0,0,1,27,21.7,+9,True,,NYK,BRK,BRK,NYK,False,True,f5c04b863b320fc459f630ed497343418c9fe6b4,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Miles McBride,29:36,4,10,.400,1,5,.200,0,0,,0,2,2,3,0,0,0,0,9,6.3,-7,True,,NYK,BRK,BRK,NYK,False,True,7d6c18597a753288f85386a05a5b71dd1d4d059b,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,NYK,BRK,BRK,NYK,False,True,c0e9f072ea1fe1259770b40c0c463a6d85cd5c88,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Jordan Clarkson,20:04,6,12,.500,0,6,.000,0,0,,0,0,0,1,0,0,4,5,12,0.7,+10,True,,NYK,BRK,BRK,NYK,False,True,437cca6d8f86b9acaf93b20ccffcd52e976a6b31,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Tyler Kolek,17:01,1,4,.250,0,1,.000,0,0,,0,3,3,5,0,0,0,1,2,3.6,+6,True,,NYK,BRK,BRK,NYK,False,True,25b9f4b6f62de89c5eab608a200a26187ac254f4,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Ariel Hukporti,12:32,0,0,,0,0,,0,2,.000,2,2,4,0,0,0,0,0,0,1.2,-7,True,,NYK,BRK,BRK,NYK,False,True,0bac393713ee08a2a49f08a66278179c2ce66884,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Guerschon Yabusele,11:35,1,2,.500,1,1,1.000,0,0,,0,0,0,2,0,1,0,2,3,3.3,+5,True,,NYK,BRK,BRK,NYK,False,True,2823b28c4127c51f9e514205db4aac3ea9a6d00b,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Mohamed Diawara,4:50,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,+3,True,,NYK,BRK,BRK,NYK,False,True,1455913d9b11b07ff14d6c0a1a0a6b2570ddb801,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Pacome Dadiet,2:30,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-5,True,,NYK,BRK,BRK,NYK,False,True,6583bf1d1eddf8f8ea1c51e909059973096b4492,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Tosan Evbuomwan,2:30,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-5,True,,NYK,BRK,BRK,NYK,False,True,7e18f9492cb199cf9e7a0e62fbd0dd0039894033,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
Trey Jemison,2:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-5,True,,NYK,BRK,BRK,NYK,False,True,7e1d3a67e92128e4c4d46493a02588009be58f8f,202511240BRK,"New York Knicks at Brooklyn Nets Box Score, November 24, 2025",2025-12-31T08:42:16.945500,box-NYK-game-basic
