Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Nicolas Batum,34.0,PF,78,19,1709,0.42,0.563,0.391,0.583,0.708,0.594,0.126,0.832,88,103,108.0,107,91.0,102,47,215,28.5,10.5,
2.0,Brandon Boston Jr.,21.0,SF,22,1,248,0.418,0.419,0.414,0.467,0.763,0.515,0.311,0.238,88,77,115.0,86,98.0,89,117,61,-19.0,-18.3,
3.0,Moses Brown,23.0,C,34,1,288,0.635,0.635,,0.635,0.458,0.607,0.75,0.0,134,116,,117,59.0,104,281,0,17.3,6.6,
4.0,Amir Coffey,25.0,SF,50,9,625,0.386,0.429,0.275,0.424,0.778,0.498,0.434,0.276,81,78,76.0,78,99.0,86,163,71,-35.1,-28.8,
5.0,Robert Covington,32.0,PF,48,0,779,0.445,0.516,0.397,0.563,0.75,0.584,0.175,0.594,94,94,110.0,103,96.0,100,66,153,8.3,1.3,
6.0,Moussa Diabaté,21.0,C,22,1,195,0.511,0.511,0.5,0.521,0.625,0.546,0.34,0.043,107,93,139.0,96,80.0,94,128,11,-2.3,-3.8,
7.0,Paul George,32.0,SF,56,56,1939,0.457,0.521,0.371,0.536,0.871,0.588,0.293,0.424,96,95,103.0,98,111.0,101,110,110,-18.9,14.5,AS
8.0,Eric Gordon,34.0,SG,22,11,547,0.463,0.531,0.423,0.597,0.842,0.629,0.217,0.634,97,97,117.0,110,108.0,108,81,164,18.2,18.1,
9.0,Bones Hyland,22.0,PG,14,0,265,0.401,0.46,0.351,0.496,0.75,0.518,0.146,0.54,84,84,97.0,91,96.0,89,55,139,-13.4,-18.5,
10.0,Reggie Jackson,32.0,PG,52,38,1338,0.418,0.469,0.35,0.493,0.924,0.523,0.129,0.43,88,86,97.0,90,118.0,90,48,111,-53.3,-63.0,
11.0,Luke Kennard,26.0,SG,35,11,725,0.464,0.494,0.447,0.604,0.95,0.623,0.095,0.626,98,90,124.0,111,122.0,107,36,161,24.9,18.5,
12.0,Kawhi Leonard,31.0,SF,52,50,1748,0.512,0.551,0.416,0.572,0.871,0.623,0.32,0.287,108,101,115.0,105,111.0,107,120,74,46.2,83.7,
13.0,Terance Mann,26.0,SG,81,36,1872,0.519,0.598,0.389,0.593,0.78,0.619,0.225,0.378,109,109,108.0,109,100.0,106,85,98,49.6,43.5,
14.0,Xavier Moon,28.0,SG,4,0,20,0.333,0.333,0.333,0.389,,0.389,0.0,0.333,70,61,92.0,71,,67,0,86,-2.8,-3.5,
15.0,Marcus Morris,33.0,PF,65,65,1825,0.426,0.484,0.364,0.513,0.782,0.534,0.135,0.479,90,88,101.0,94,100.0,92,51,124,-41.2,-64.0,
16.0,Mason Plumlee,32.0,C,23,4,457,0.727,0.727,,0.727,0.772,0.761,0.648,0.0,153,133,,133,99.0,131,243,0,32.0,40.5,
17.0,Norman Powell,29.0,SG,60,8,1567,0.479,0.534,0.397,0.559,0.812,0.612,0.39,0.404,101,98,110.0,103,104.0,105,146,104,19.7,51.9,6MOY-4
18.0,Jason Preston,23.0,PG,14,0,124,0.439,0.565,0.278,0.5,0.0,0.489,0.049,0.439,92,103,77.0,92,0.0,84,18,113,-3.7,-7.7,
19.0,John Wall,32.0,PG,34,3,755,0.408,0.459,0.303,0.457,0.681,0.498,0.334,0.322,86,84,84.0,84,87.0,86,125,83,-59.6,-64.7,
20.0,Russell Westbrook,34.0,PG,21,21,635,0.489,0.54,0.356,0.538,0.658,0.562,0.29,0.279,103,98,99.0,99,84.0,97,109,72,-3.7,-11.5,6MOY-9
21.0,Ivica Zubac,25.0,C,76,76,2170,0.634,0.637,0.0,0.634,0.697,0.661,0.463,0.004,133,116,0.0,116,89.0,114,174,1,91.5,98.7,
,Team Totals,,,82,82,19831,0.477,0.539,0.381,0.551,0.781,0.588,0.278,0.387,100,98,106.0,101,100.0,101,104,100,83.2,104.0,
