Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Russell Westbrook,34.0,PG,5,5,192,0.41,11.0,0.733,0.352,0.229,0.105,0.048,0.267,0.429,0.649,0.333,0.091,0.0,0.357,0.273,0.9,0.038,3,0.143,0.25,0,0,
2.0,Norman Powell,29.0,SG,5,3,167,0.474,15.4,0.579,0.171,0.237,0.092,0.079,0.421,0.523,0.692,0.5,0.286,0.5,0.406,0.391,0.692,0.013,1,0.219,0.0,1,0,
3.0,Eric Gordon,34.0,SG,5,5,149,0.409,20.2,0.341,0.114,0.159,0.023,0.045,0.659,0.533,0.6,0.571,0.0,0.5,0.345,0.5,0.9,0.0,0,0.034,1.0,0,0,
4.0,Terance Mann,26.0,SG,5,0,133,0.576,16.4,0.424,0.242,0.152,0.03,0.0,0.576,0.714,0.75,0.6,1.0,,0.474,0.6,0.778,0.03,1,0.526,0.5,1,0,
5.0,Ivica Zubac,25.0,C,5,5,130,0.567,3.7,1.0,0.467,0.5,0.033,0.0,0.0,0.567,0.571,0.6,0.0,,,0.706,,0.233,6,,,0,0,
6.0,Nicolas Batum,34.0,PF,5,3,92,0.421,22.7,0.105,0.0,0.105,0.0,0.0,0.895,1.0,,1.0,,,0.353,0.5,1.0,0.0,0,0.412,0.0,0,0,
7.0,Mason Plumlee,32.0,C,5,0,91,0.875,2.9,1.0,0.438,0.563,0.0,0.0,0.0,0.875,0.857,0.889,,,,0.5,,0.438,6,,,0,0,
8.0,Bones Hyland,22.0,PG,5,0,82,0.341,15.6,0.545,0.136,0.318,0.068,0.023,0.455,0.417,1.0,0.143,0.333,1.0,0.25,0.3,0.6,0.023,1,0.0,,0,0,
9.0,Kawhi Leonard,31.0,SF,2,2,80,0.545,14.5,0.773,0.091,0.205,0.341,0.136,0.227,0.529,0.5,0.556,0.467,0.667,0.6,0.278,0.5,0.045,2,0.1,1.0,0,0,
10.0,Marcus Morris,33.0,PF,3,2,68,0.345,18.4,0.586,0.069,0.138,0.207,0.172,0.414,0.471,0.5,0.5,0.667,0.2,0.167,0.5,1.0,0.0,0,0.083,1.0,0,0,
11.0,Robert Covington,32.0,PF,2,0,12,0.0,18.2,0.333,0.0,0.333,0.0,0.0,0.667,0.0,,0.0,,,0.0,,,0.0,0,0.0,,0,0,
12.0,Brandon Boston Jr.,21.0,SF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,
13.0,Amir Coffey,25.0,SF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,
14.0,Jason Preston,23.0,PG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,5,5,1199,0.46,14.5,0.619,0.217,0.244,0.102,0.056,0.381,0.522,0.677,0.481,0.356,0.4,0.361,0.42,0.787,0.052,20,0.183,0.29,2,0,
