Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Ivica Zubac,25,76,76,2170,7.4,11.6,0.634,0.0,0.0,0.0,7.4,11.6,0.637,0.634,3.7,5.4,0.697,5.3,11.7,17.1,1.7,0.7,2.2,2.6,4.9,18.5,125,112,
2,Paul George,32,56,56,1939,11.6,25.4,0.457,4.0,10.8,0.371,7.6,14.6,0.521,0.536,6.5,7.4,0.871,1.1,7.5,8.6,7.3,2.1,0.5,4.4,4.0,33.7,113,113,AS
3,Terance Mann,26,81,36,1872,7.1,13.7,0.519,2.0,5.2,0.389,5.1,8.5,0.598,0.593,2.4,3.1,0.78,2.0,5.2,7.2,4.8,1.1,0.6,2.1,3.9,18.7,123,117,
4,Marcus Morris,33,65,65,1825,7.4,17.3,0.426,3.0,8.3,0.364,4.3,9.0,0.484,0.513,1.8,2.3,0.782,0.8,6.1,6.9,3.1,1.1,0.6,1.5,3.7,19.5,108,116,
5,Kawhi Leonard,31,52,50,1748,12.5,24.4,0.512,2.9,7.0,0.416,9.6,17.4,0.551,0.572,6.8,7.8,0.871,1.6,7.9,9.5,5.7,2.0,0.8,2.5,2.4,34.7,125,113,
6,Nicolas Batum,34,78,19,1709,4.6,10.9,0.42,3.6,9.1,0.391,1.0,1.8,0.563,0.583,1.0,1.4,0.708,1.8,6.8,8.6,3.5,1.5,1.3,1.4,4.3,13.7,120,114,
7,Norman Powell,29,60,8,1567,10.6,22.2,0.479,3.6,9.0,0.397,7.1,13.2,0.534,0.559,7.0,8.7,0.812,0.8,4.7,5.5,3.4,1.6,0.6,3.2,3.9,31.9,115,116,6MOY-4
8,Reggie Jackson,32,52,38,1338,7.8,18.7,0.418,2.8,8.1,0.35,5.0,10.7,0.469,0.493,2.2,2.4,0.924,0.8,3.4,4.2,6.7,1.4,0.2,3.5,3.4,20.7,103,118,
9,Robert Covington,32,48,0,779,6.4,14.4,0.445,3.4,8.6,0.397,3.0,5.8,0.516,0.563,1.9,2.5,0.75,1.9,8.5,10.4,3.6,2.4,2.1,2.0,5.4,18.1,116,110,
10,John Wall,32,34,3,755,9.0,21.9,0.408,2.1,7.1,0.303,6.8,14.9,0.459,0.457,5.0,7.3,0.681,0.9,5.1,6.0,11.5,1.8,0.8,5.2,3.8,25.0,102,115,
11,Luke Kennard,26,35,11,725,6.6,14.3,0.464,4.0,8.9,0.447,2.6,5.3,0.494,0.604,1.3,1.4,0.95,0.4,5.2,5.6,2.5,1.3,0.3,2.0,3.2,18.5,114,117,
12,Russell Westbrook,34,21,21,635,9.9,20.2,0.489,2.0,5.6,0.356,7.9,14.6,0.54,0.538,3.9,5.9,0.658,2.3,5.6,7.9,12.3,1.8,0.8,5.5,3.2,25.6,111,115,6MOY-9
13,Amir Coffey,25,50,9,625,4.4,11.4,0.386,0.9,3.1,0.275,3.5,8.2,0.429,0.424,3.8,4.9,0.778,1.3,2.8,4.2,4.2,0.5,0.4,1.6,3.9,13.5,108,120,
14,Eric Gordon,34,22,11,547,7.3,15.7,0.463,4.2,9.9,0.423,3.0,5.7,0.531,0.597,2.9,3.4,0.842,0.4,3.0,3.3,4.2,1.2,0.7,1.9,3.0,21.6,122,118,
15,Mason Plumlee,32,23,4,457,6.9,9.4,0.727,0.0,0.0,,6.9,9.4,0.727,0.727,4.7,6.1,0.772,4.5,12.5,17.0,4.3,1.2,1.3,3.2,6.0,18.4,136,111,
16,Moses Brown,23,34,1,288,10.4,16.3,0.635,0.0,0.0,,10.4,16.3,0.635,0.635,5.6,12.2,0.458,9.7,13.9,23.6,0.7,0.5,2.4,2.4,6.5,26.4,124,111,
17,Bones Hyland,22,14,0,265,10.2,25.3,0.401,4.8,13.7,0.351,5.4,11.6,0.46,0.496,2.8,3.7,0.75,1.8,7.2,9.1,8.7,2.0,0.4,2.8,5.5,27.9,111,114,
18,Brandon Boston Jr.,21,22,1,248,10.1,24.1,0.418,2.4,5.7,0.414,7.7,18.4,0.419,0.467,5.7,7.5,0.763,1.4,4.5,5.9,4.0,1.8,0.0,2.4,4.1,28.2,105,116,
19,Moussa Diabaté,21,22,1,195,6.0,11.8,0.511,0.3,0.5,0.5,5.8,11.3,0.511,0.521,2.5,4.0,0.625,7.8,4.8,12.6,1.0,1.8,2.0,2.3,3.8,14.8,117,114,
20,Jason Preston,23,14,0,124,7.1,16.2,0.439,2.0,7.1,0.278,5.1,9.1,0.565,0.5,0.0,0.8,0.0,0.8,7.9,8.7,10.7,0.8,0.0,4.0,2.8,16.2,102,117,
21,Xavier Moon,28,4,0,20,7.3,22.0,0.333,2.4,7.3,0.333,4.9,14.7,0.333,0.389,0.0,0.0,,0.0,7.3,7.3,12.2,0.0,0.0,2.4,4.9,17.1,96,119,
