Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Russell Westbrook,34,5,5,192,10.9,26.6,0.41,2.5,7.1,0.357,8.4,19.5,0.429,0.457,5.6,6.3,0.88,2.3,7.3,9.6,9.4,1.5,1.8,5.1,3.8,29.9,106.0,122,
2,Norman Powell,29,5,3,167,10.5,22.1,0.474,3.8,9.3,0.406,6.7,12.8,0.523,0.559,7.0,9.0,0.774,1.2,3.2,4.4,3.2,1.2,0.6,2.3,4.7,31.7,122.0,126,
3,Eric Gordon,34,5,5,149,5.9,14.4,0.409,3.3,9.5,0.345,2.6,4.9,0.533,0.523,1.6,2.0,0.833,0.3,2.0,2.3,4.2,1.0,0.7,1.3,3.9,16.6,116.0,127,
4,Terance Mann,26,5,0,133,6.9,12.1,0.576,3.3,6.9,0.474,3.7,5.1,0.714,0.712,2.2,3.3,0.667,2.6,3.3,5.8,4.0,1.5,0.4,3.3,6.2,19.4,125.0,126,
5,Ivica Zubac,25,5,5,130,6.4,11.2,0.567,0.0,0.0,,6.4,11.2,0.567,0.567,4.5,6.0,0.75,6.0,12.0,17.9,1.1,1.1,0.4,4.1,3.0,17.2,112.0,121,
6,Nicolas Batum,34,5,3,92,4.2,10.0,0.421,3.2,9.0,0.353,1.1,1.1,1.0,0.579,0.0,0.0,,0.5,5.3,5.8,3.2,1.1,1.1,1.1,5.3,11.6,119.0,125,
7,Mason Plumlee,32,5,0,91,7.5,8.5,0.875,0.0,0.0,,7.5,8.5,0.875,0.875,6.9,7.5,0.929,8.5,9.6,18.2,4.8,1.1,1.1,1.6,8.0,21.9,181.0,122,
8,Bones Hyland,22,5,0,82,8.9,26.1,0.341,3.0,11.9,0.25,5.9,14.2,0.417,0.398,4.7,5.9,0.8,0.6,1.8,2.4,2.4,2.4,0.6,2.4,5.3,25.5,93.0,124,
9,Kawhi Leonard,31,2,2,80,14.6,26.7,0.545,3.6,6.1,0.6,10.9,20.7,0.529,0.614,9.1,10.3,0.882,1.8,6.1,7.9,7.3,2.4,0.6,3.6,3.0,41.9,132.0,122,
10,Marcus Morris,33,3,2,68,7.1,20.7,0.345,1.4,8.6,0.167,5.7,12.2,0.471,0.379,2.9,2.9,1.0,0.7,7.9,8.6,0.0,0.7,0.7,0.7,4.3,18.6,91.0,124,
11,Robert Covington,32,2,0,12,0.0,12.2,0.0,0.0,8.1,0.0,0.0,4.1,0.0,0.0,0.0,0.0,,0.0,8.1,8.1,8.1,0.0,4.1,0.0,8.1,0.0,43.0,122,
12,Brandon Boston Jr.,21,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.6,0.0,0.0,0.0,131,
13,Amir Coffey,25,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,131,
14,Jason Preston,23,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,131,
