unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Norman Powell,35:11,7,17,.412,4,8,.500,4,5,.800,1,3,4,3,3,0,1,2,22,17.4,+3,True,,MIA,NYK,NYK,MIA,False,True,1452403aa6b98750c4f98f709cf7c676f1659758,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Kel'el Ware,34:31,11,15,.733,5,7,.714,1,2,.500,6,13,19,0,1,0,1,2,28,28.8,-6,True,,MIA,NYK,NYK,MIA,False,True,8b03481acc0cb643637ae92058ef0d54bbbb0f4c,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Bam Adebayo,33:34,4,11,.364,0,3,.000,6,7,.857,3,6,9,0,0,0,3,3,14,7.2,-5,True,,MIA,NYK,NYK,MIA,False,True,b61933212ef40da104f54a35c2f73eda78f0df1d,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Davion Mitchell,31:04,5,8,.625,3,4,.750,0,0,,0,2,2,8,0,0,3,3,13,11.4,-7,True,,MIA,NYK,NYK,MIA,False,True,0387326b98fcde91015a76fc2ff1fd949b891827,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Andrew Wiggins,24:27,2,8,.250,2,3,.667,1,2,.500,1,4,5,4,0,1,1,0,7,6.2,-5,True,,MIA,NYK,NYK,MIA,False,True,69a5c402ef9900a3ac970439f5becefd50be8ad6,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,MIA,NYK,NYK,MIA,False,True,67c8d8a87588a0f631e0213470cac55e7be54c50,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Jaime Jaquez Jr.,33:38,9,15,.600,1,3,.333,4,6,.667,0,0,0,5,0,0,1,0,23,17.8,-2,True,,MIA,NYK,NYK,MIA,False,True,d809a1f6f7cc839b6ee274a1cd32bcc25d141df0,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Dru Smith,17:50,2,4,.500,1,1,1.000,4,4,1.000,0,0,0,3,1,0,0,0,9,10.1,-3,True,,MIA,NYK,NYK,MIA,False,True,76fb14087ab5bb9b4cff7ecb9ff7f193264b9b3f,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Simone Fontecchio,17:21,1,6,.167,1,4,.250,4,7,.571,1,3,4,3,0,0,1,2,7,3.9,-4,True,,MIA,NYK,NYK,MIA,False,True,1d721782c66a5076b33ec1ed48049470c08caec3,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Kasparas Jakučionis,12:24,0,3,.000,0,2,.000,2,2,1.000,0,2,2,0,0,0,0,2,2,-0.3,-6,True,,MIA,NYK,NYK,MIA,False,True,2e328745a39865aad79b5a239b0b483766051c4b,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Myron Gardner,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIA,NYK,NYK,MIA,False,True,3d851b779422a997b7c21367ff329e4af2b5f6c9,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
Vladislav Goldin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MIA,NYK,NYK,MIA,False,True,466a19bf045cdb10655279bed6342d890593e2fa,202512210NYK,"Miami Heat at New York Knicks Box Score, December 21, 2025",2026-01-20T14:29:31.464058,box-MIA-game-basic
