unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Norman Powell,35:04,6,17,.353,1,6,.167,4,4,1.000,0,6,6,6,2,0,3,3,17,11.3,-22,True,,MIA,TOR,MIA,TOR,True,False,1452403aa6b98750c4f98f709cf7c676f1659758,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Bam Adebayo,34:08,4,11,.364,0,2,.000,1,3,.333,1,11,12,3,2,0,1,2,9,8.4,-16,True,,MIA,TOR,MIA,TOR,True,False,b61933212ef40da104f54a35c2f73eda78f0df1d,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Andrew Wiggins,32:33,5,11,.455,2,5,.400,2,2,1.000,2,1,3,2,0,0,2,0,14,9.4,-27,True,,MIA,TOR,MIA,TOR,True,False,69a5c402ef9900a3ac970439f5becefd50be8ad6,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Davion Mitchell,27:08,1,6,.167,1,4,.250,0,0,,0,1,1,2,1,0,2,3,3,-1.3,-18,True,,MIA,TOR,MIA,TOR,True,False,0387326b98fcde91015a76fc2ff1fd949b891827,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Kel'el Ware,21:07,2,8,.250,1,3,.333,0,0,,5,4,9,0,2,0,0,0,5,6.9,-22,True,,MIA,TOR,MIA,TOR,True,False,8b03481acc0cb643637ae92058ef0d54bbbb0f4c,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,MIA,TOR,MIA,TOR,True,False,67c8d8a87588a0f631e0213470cac55e7be54c50,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Jaime Jaquez Jr.,35:40,9,16,.563,1,2,.500,2,3,.667,0,2,2,2,0,1,4,4,21,10.1,+9,True,,MIA,TOR,MIA,TOR,True,False,d809a1f6f7cc839b6ee274a1cd32bcc25d141df0,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Kasparas Jakučionis,27:30,2,5,.400,1,4,.250,2,2,1.000,0,2,2,0,1,0,2,4,7,2.3,-7,True,,MIA,TOR,MIA,TOR,True,False,2e328745a39865aad79b5a239b0b483766051c4b,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Dru Smith,16:32,3,4,.750,1,2,.500,3,3,1.000,1,1,2,2,2,0,1,1,10,11.4,-3,True,,MIA,TOR,MIA,TOR,True,False,76fb14087ab5bb9b4cff7ecb9ff7f193264b9b3f,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Simone Fontecchio,8:40,1,4,.250,0,2,.000,3,3,1.000,1,2,3,1,2,0,2,1,5,4.2,+5,True,,MIA,TOR,MIA,TOR,True,False,1d721782c66a5076b33ec1ed48049470c08caec3,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Myron Gardner,0:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,True,,MIA,TOR,MIA,TOR,True,False,3d851b779422a997b7c21367ff329e4af2b5f6c9,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Keshad Johnson,0:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,True,,MIA,TOR,MIA,TOR,True,False,c7e363407dee698bd42401489d0a090b4a9be865,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Tyler Herro,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,MIA,TOR,MIA,TOR,True,False,ebea3da809aad7b6070f334b456dbfc44311d91a,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Nikola Jović,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,MIA,TOR,MIA,TOR,True,False,7cd874cfbb053e9cacb07fd14385702ec5902cb7,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Pelle Larsson,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,MIA,TOR,MIA,TOR,True,False,112311e3ff4abb2987d026a95ac40ca603dd8731,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
Team Totals,240,33,82,.402,8,30,.267,17,20,.850,10,30,40,18,12,1,18,18,91,,,True,,MIA,TOR,MIA,TOR,True,False,de26cb1348ac83a2277e65744ac260a50cbdb532,202512230MIA,"Toronto Raptors at Miami Heat Box Score, December 23, 2025",2026-01-20T14:32:35.980642,box-MIA-game-basic
