team,player,image_url,file_path
Golden StateWarriors,Jimmy Butler III,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6430.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\jimmy_butler_iii.png
Golden StateWarriors,L.J. Cryer,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433149.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\lj_cryer.png
Golden StateWarriors,Seth Curry,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2326307.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\seth_curry.png
Golden StateWarriors,Stephen Curry,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3975.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\stephen_curry.png
Golden StateWarriors,Draymond Green,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6589.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\draymond_green.png
Golden StateWarriors,Buddy Hield,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2990984.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\buddy_hield.png
Golden StateWarriors,Al Horford,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3213.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\al_horford.png
Golden StateWarriors,Trayce Jackson-Davis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431684.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\trayce_jackson-davis.png
Golden StateWarriors,Jonathan Kuminga,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433247.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\jonathan_kuminga.png
Golden StateWarriors,Malevy Leons,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4897449.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\malevy_leons.png
Golden StateWarriors,De'Anthony Melton,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066436.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\deanthony_melton.png
Golden StateWarriors,Moses Moody,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432171.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\moses_moody.png
Golden StateWarriors,Gary Payton II,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3134903.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\gary_payton_ii.png
Golden StateWarriors,Brandin Podziemski,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4709138.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\brandin_podziemski.png
Golden StateWarriors,Quinten Post,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593016.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\quinten_post.png
Golden StateWarriors,Will Richard,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4897262.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\will_richard.png
Golden StateWarriors,Gui Santos,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4997536.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\gui_santos.png
Golden StateWarriors,Pat Spencer,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4592714.png&h=80&w=110&scale=crop,nba_rosters\golden_statewarriors\pat_spencer.png
