Rk,Unnamed: 1,Salary
1,Jayson Tatum,"$28,103,550"
2,Al Horford,"$27,000,000"
3,Jaylen Brown,"$24,830,357"
4,Derrick White,"$15,178,571"
5,Marcus Smart,"$13,839,285"
6,Daniel Theis,"$8,280,351"
7,Robert Williams,"$3,661,976"
8,Aaron Nesmith,"$3,631,200"
9,Grant Williams,"$2,617,800"
10,Payton Pritchard,"$2,137,440"
11,Jabari Parker,"$1,168,288"
12,Guerschon Yabusele,"$1,039,080"
13,Luke Kornet,"$606,702"
14,Nik Stauskas,"$423,536"
15,Malik Fitts,"$402,218"
16,Sam Hauser,"$313,737"
17,Kelan Martin,"$191,860"
18,C.J. Miles,"$151,821"
19,Al-Farouq Aminu,"$151,821"
20,Joe Johnson,"$151,821"
21,Juwan Morgan,"$115,116"
22,Justin Jackson,"$102,831"
23,Norvel Pelle,"$95,930"
24,Demetrius Jackson,"$92,857"
25,Matt Ryan,$0
26,Brodric Thomas,$0
