Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Jayson Tatum,23.0,SF,76,76,2731,0.453,15.0,0.584,0.219,0.169,0.087,0.1,0.416,0.524,0.746,0.4,0.331,0.41,0.353,0.425,0.565,0.052,76,0.117,0.395,2,0,"MVP-6,AS,NBA1"
2.0,Marcus Smart,27.0,PG,71,71,2296,0.418,15.9,0.499,0.146,0.249,0.074,0.026,0.501,0.506,0.695,0.441,0.509,0.105,0.331,0.365,0.908,0.013,8,0.233,0.345,2,0,"DPOY-1,DEF1"
3.0,Jaylen Brown,25.0,SF,66,66,2220,0.473,14.3,0.619,0.199,0.229,0.09,0.09,0.381,0.544,0.764,0.427,0.491,0.436,0.358,0.471,0.759,0.034,31,0.185,0.337,2,0,
4.0,Al Horford,35.0,C,69,69,2005,0.467,15.1,0.534,0.162,0.237,0.069,0.053,0.466,0.582,0.772,0.519,0.538,0.333,0.336,0.661,0.955,0.054,30,0.279,0.378,0,0,DPOY-9
5.0,Grant Williams,23.0,PF,77,21,1875,0.475,16.5,0.403,0.185,0.167,0.035,0.014,0.597,0.569,0.75,0.5,0.133,0.167,0.411,0.717,0.991,0.032,11,0.481,0.468,0,0,
6.0,Robert Williams,24.0,C,61,61,1804,0.736,2.4,0.997,0.758,0.19,0.014,0.014,0.003,0.738,0.796,0.571,0.2,0.4,0.0,0.675,,0.465,155,0.0,,0,0,"DPOY-7,DEF2"
7.0,Dennis Schröder,28.0,PG,49,25,1433,0.44,14.1,0.671,0.161,0.231,0.128,0.135,0.329,0.485,0.649,0.481,0.413,0.392,0.349,0.289,0.701,0.0,0,0.115,0.364,1,0,
8.0,Josh Richardson,28.0,SG,44,0,1087,0.443,17.1,0.545,0.108,0.155,0.175,0.108,0.455,0.481,0.703,0.453,0.4,0.432,0.397,0.444,0.984,0.012,3,0.218,0.353,0,0,
9.0,Payton Pritchard,24.0,PG,71,2,1001,0.429,20.6,0.343,0.094,0.091,0.062,0.097,0.657,0.461,0.629,0.353,0.478,0.389,0.412,0.356,0.802,0.003,1,0.167,0.585,0,0,
10.0,Romeo Langford,22.0,SG,44,5,728,0.429,14.5,0.549,0.207,0.239,0.076,0.027,0.451,0.495,0.711,0.364,0.429,0.2,0.349,0.7,0.966,0.043,7,0.518,0.326,1,0,
11.0,Derrick White,27.0,SG,26,4,713,0.409,16.0,0.517,0.135,0.239,0.104,0.039,0.483,0.504,0.677,0.473,0.5,0.111,0.306,0.517,0.882,0.009,2,0.225,0.44,1,0,
12.0,Aaron Nesmith,22.0,SF,52,3,574,0.396,18.4,0.368,0.126,0.154,0.033,0.055,0.632,0.612,0.87,0.464,0.167,0.7,0.27,0.805,0.935,0.027,5,0.383,0.205,0,0,
13.0,Enes Freedom,29.0,C,35,1,411,0.526,4.4,0.948,0.557,0.33,0.041,0.021,0.052,0.533,0.537,0.5,0.5,1.0,0.4,0.388,1.0,0.031,2,0.2,1.0,0,0,
14.0,Daniel Theis,29.0,C,21,6,393,0.598,9.7,0.75,0.429,0.205,0.071,0.045,0.25,0.679,0.792,0.565,0.375,0.6,0.357,0.825,0.9,0.232,24,0.393,0.364,0,0,
15.0,Sam Hauser,24.0,SF,26,0,158,0.46,22.7,0.12,0.1,0.02,0.0,0.0,0.88,0.667,0.8,0.0,,,0.432,0.75,1.0,0.0,0,0.318,0.571,0,0,
16.0,Jabari Parker,26.0,PF,12,0,112,0.474,15.4,0.579,0.184,0.184,0.026,0.132,0.421,0.455,0.714,0.286,0.0,0.2,0.5,0.4,0.75,0.079,3,0.375,0.5,1,0,
17.0,Juancho Hernangómez,26.0,PF,18,0,96,0.185,18.6,0.333,0.148,0.148,0.037,0.0,0.667,0.222,0.5,0.0,0.0,,0.167,1.0,1.0,0.0,0,0.167,0.0,0,0,
18.0,Luke Kornet,26.0,C,12,0,85,0.571,6.9,0.81,0.524,0.238,0.048,0.0,0.19,0.706,0.727,0.8,0.0,,0.0,0.667,,0.238,4,0.0,,0,0,
