Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19905,3341,7167,0.466,1085,3044,0.356,2256,4123,0.547,1397,1713,0.816,863,2915,3778,2036,591,478,1118,1521,9164
Team/G,,242.7,40.7,87.4,0.466,13.2,37.1,0.356,27.5,50.3,0.547,17.0,20.9,0.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8
Lg Rank,,2,13,18,15.0,8,9,14.0,18,23,6.0,14,24,2.0,11,4,5,14,19,2,13,5,12
Year/Year,,0.6%,-1.7%,-1.7%,-0.0,-2.7%,2.1%,-0.018,-1.3%,-4.3%,0.017,5.7%,0.5%,0.04,-0.9%,5.7%,4.1%,5.8%,-6.7%,9.6%,-3.0%,-9.2%,-0.8%
Opponent,82.0,19905,3137,7221,0.434,969,2860,0.339,2168,4361,0.497,1324,1692,0.783,858,2727,3585,1773,618,376,1133,1592,8567
Opponent/G,,242.7,38.3,88.1,0.434,11.8,34.9,0.339,26.4,53.2,0.497,16.1,20.6,0.783,10.5,33.3,43.7,21.6,7.5,4.6,13.8,19.4,104.5
Lg Rank,,2,3,15,1.0,9,14,1.0,4,12,1.0,10,9,23.0,19,10,12,1,17,11,13,20,1
Year/Year,,0.6%,-4.2%,2.4%,-0.03,-8.0%,1.5%,-0.035,-2.4%,3.0%,-0.027,-12.5%,-12.2%,-0.003,11.3%,0.5%,2.9%,-10.1%,2.2%,-1.2%,-2.0%,0.6%,-6.0%
