Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Jayson Tatum,23,76,76,2731,12.9,28.5,0.453,4.2,11.8,0.353,8.7,16.6,0.524,0.526,7.3,8.5,0.853,1.5,9.5,11.1,6.1,1.4,0.9,3.9,3.2,37.2,113.0,106,"MVP-6,AS,NBA1"
2,Marcus Smart,27,71,71,2296,6.5,15.5,0.418,2.6,7.8,0.331,3.9,7.7,0.506,0.501,3.1,3.9,0.793,0.9,4.9,5.8,9.0,2.6,0.4,3.4,3.5,18.6,110.0,107,"DPOY-1,DEF1"
3,Jaylen Brown,25,66,66,2220,12.9,27.2,0.473,3.7,10.4,0.358,9.2,16.9,0.544,0.541,5.4,7.1,0.758,1.2,7.9,9.0,5.2,1.6,0.4,4.0,3.6,34.9,109.0,108,
4,Al Horford,35,69,69,2005,6.6,14.1,0.467,2.2,6.6,0.336,4.4,7.5,0.582,0.546,2.0,2.4,0.842,2.7,10.5,13.1,5.7,1.2,2.3,1.6,3.2,17.4,124.0,104,DPOY-9
5,Grant Williams,23,77,21,1875,5.4,11.4,0.475,2.8,6.8,0.411,2.6,4.6,0.569,0.597,2.3,2.5,0.905,1.7,5.6,7.3,2.1,1.0,1.5,1.6,4.9,16.0,122.0,109,
6,Robert Williams,24,61,61,1804,7.5,10.1,0.736,0.0,0.0,0.0,7.5,10.1,0.738,0.736,1.8,2.5,0.722,6.6,9.6,16.2,3.3,1.5,3.7,1.7,3.8,16.7,148.0,102,"DPOY-7,DEF2"
7,Dennis Schröder,28,49,25,1433,8.9,20.3,0.44,2.3,6.7,0.349,6.6,13.6,0.485,0.497,4.3,5.0,0.848,1.0,4.7,5.7,7.2,1.4,0.2,3.6,4.0,24.4,108.0,110,
8,Josh Richardson,28,44,0,1087,6.9,15.7,0.443,2.8,7.1,0.397,4.1,8.5,0.481,0.534,2.8,3.2,0.859,1.2,4.5,5.7,3.0,1.6,1.1,1.8,3.7,19.5,113.0,109,
9,Payton Pritchard,24,71,2,1001,7.9,18.5,0.429,5.0,12.2,0.412,2.9,6.4,0.461,0.564,1.0,1.0,1.0,1.6,5.1,6.7,6.9,1.2,0.3,2.0,3.0,21.9,120.0,110,
10,Romeo Langford,22,44,5,728,5.4,12.6,0.429,2.0,5.7,0.349,3.4,6.9,0.495,0.508,1.4,2.3,0.588,2.0,5.1,7.1,1.3,1.4,1.1,1.1,3.1,14.1,108.0,109,
11,Derrick White,27,26,4,713,6.6,16.0,0.409,2.4,7.7,0.306,4.2,8.3,0.504,0.483,4.5,5.2,0.853,0.9,5.2,6.1,6.4,1.0,1.1,2.2,3.9,19.9,114.0,109,
12,Aaron Nesmith,22,52,3,574,6.2,15.8,0.396,2.7,10.0,0.27,3.5,5.8,0.612,0.481,1.8,2.3,0.808,1.3,6.4,7.7,1.9,1.7,0.4,2.7,6.1,17.0,95.0,108,
13,Enes Freedom,29,35,1,411,6.2,11.7,0.526,0.2,0.6,0.4,5.9,11.1,0.533,0.536,2.9,3.4,0.857,7.4,12.0,19.3,1.0,0.6,1.7,2.4,5.1,15.5,121.0,105,
14,Daniel Theis,29,21,6,393,8.5,14.2,0.598,1.3,3.5,0.357,7.2,10.6,0.679,0.643,2.8,4.0,0.688,3.4,9.0,12.4,2.7,1.1,1.8,1.9,6.2,21.0,128.0,106,
15,Sam Hauser,24,26,0,158,7.2,15.7,0.46,6.0,13.8,0.432,1.3,1.9,0.667,0.65,0.0,0.0,,1.6,7.5,9.1,3.1,0.3,0.6,0.6,2.2,20.4,133.0,110,
16,Jabari Parker,26,12,0,112,8.0,16.9,0.474,3.5,7.1,0.5,4.4,9.8,0.455,0.579,4.0,4.0,1.0,2.2,10.2,12.4,2.7,1.8,0.4,3.5,5.8,23.5,113.0,105,
17,Juancho Hernangómez,26,18,0,96,2.6,14.0,0.185,1.6,9.3,0.167,1.0,4.7,0.222,0.241,3.1,4.7,0.667,4.7,8.3,12.9,1.6,2.1,1.0,3.1,3.6,9.8,75.0,105,
