Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Moses Brown,25.0,C,4,2,73,0.724,0.724,,0.724,0.833,0.743,0.207,0.0,155,133,,133,107.0,129,85,0,10.5,10.5,
2.0,Max Christie,21.0,SG,32,11,973,0.411,0.457,0.364,0.502,0.862,0.543,0.215,0.5,88,84,101.0,92,110.0,94,89,119,-25.0,-22.0,
3.0,Anthony Davis,31.0,PF,9,9,266,0.461,0.516,0.233,0.484,0.688,0.52,0.316,0.197,99,95,65.0,89,88.0,90,130,47,-18.1,-19.5,AS
4.0,Spencer Dinwiddie,31.0,PG,79,30,2136,0.416,0.492,0.334,0.496,0.802,0.553,0.356,0.478,89,90,93.0,91,103.0,96,147,113,-63.7,-37.1,
5.0,Luka Dončić,25.0,PG,22,22,785,0.464,0.555,0.354,0.544,0.767,0.584,0.313,0.455,99,102,98.0,100,98.0,101,129,108,0.9,8.0,
6.0,Kessler Edwards,24.0,SF,40,18,608,0.496,0.556,0.407,0.578,0.923,0.597,0.096,0.4,106,102,113.0,106,118.0,104,40,95,9.4,5.8,
7.0,Dante Exum,29.0,PG,20,13,372,0.478,0.506,0.434,0.563,0.742,0.589,0.231,0.396,102,93,120.0,104,95.0,102,95,94,5.5,3.9,
8.0,Daniel Gafford,26.0,C,57,31,1226,0.702,0.702,,0.702,0.689,0.716,0.486,0.0,150,129,,129,88.0,124,200,0,128.3,137.2,
9.0,Jazian Gortman,21.0,PG,16,0,57,0.391,0.417,0.364,0.478,0.5,0.485,0.174,0.478,84,76,101.0,88,64.0,84,72,114,-3.0,-4.5,
10.0,Quentin Grimes,24.0,SG,47,12,1070,0.463,0.543,0.398,0.573,0.765,0.599,0.222,0.551,99,100,110.0,105,98.0,104,91,131,21.6,18.3,
11.0,Jaden Hardy,22.0,SG,57,3,907,0.435,0.479,0.386,0.527,0.698,0.549,0.208,0.476,93,88,107.0,97,89.0,95,86,113,-13.7,-24.7,
12.0,Kyrie Irving,32.0,SG,50,50,1804,0.473,0.517,0.401,0.549,0.916,0.594,0.226,0.38,101,95,111.0,101,117.0,103,93,90,11.6,36.5,"CPOY-10,AS"
13.0,Kai Jones,24.0,C,12,6,260,0.836,0.857,0.333,0.842,0.7,0.837,0.274,0.041,179,157,93.0,155,90.0,145,113,10,43.7,42.7,
14.0,Kylor Kelley,27.0,C,8,1,67,0.769,0.769,,0.769,0.667,0.767,0.462,0.0,165,141,,142,85.0,133,190,0,5.9,6.0,
15.0,Maxi Kleber,33.0,PF,34,4,637,0.385,0.511,0.265,0.453,0.762,0.489,0.219,0.51,82,94,74.0,83,98.0,85,90,121,-17.3,-18.3,
16.0,Dereck Lively II,20.0,C,36,29,833,0.702,0.702,,0.702,0.63,0.704,0.382,0.0,150,129,,129,81.0,122,157,0,60.5,56.9,
17.0,Naji Marshall,27.0,SF,69,31,1919,0.508,0.611,0.275,0.551,0.813,0.584,0.225,0.306,109,112,76.0,101,104.0,101,93,73,10.7,12.4,
18.0,Caleb Martin,29.0,SF,14,0,275,0.389,0.429,0.25,0.417,0.625,0.454,0.333,0.222,83,79,69.0,77,80.0,79,137,53,-18.2,-20.1,
19.0,Markieff Morris,35.0,PF,7,0,41,0.227,0.333,0.154,0.273,,0.273,0.0,0.591,49,61,43.0,50,,47,0,140,-11.9,-13.4,
20.0,Dwight Powell,33.0,C,55,3,551,0.689,0.714,0.4,0.705,0.651,0.713,0.705,0.082,147,131,111.0,130,84.0,124,290,19,19.7,21.9,
21.0,Olivier-Maxence Prosper,22.0,PF,52,4,584,0.402,0.472,0.235,0.437,0.645,0.484,0.437,0.293,86,87,65.0,80,83.0,84,180,70,-37.0,-38.0,
22.0,Klay Thompson,34.0,SF,72,72,1965,0.412,0.448,0.391,0.535,0.905,0.552,0.084,0.631,88,82,108.0,98,116.0,96,35,150,-14.5,-43.2,
23.0,P.J. Washington,26.0,PF,57,56,1835,0.453,0.493,0.381,0.521,0.722,0.556,0.298,0.359,97,90,106.0,96,93.0,96,123,85,-29.3,-30.7,
24.0,Brandon Williams,25.0,PG,33,3,487,0.521,0.578,0.4,0.585,0.833,0.634,0.351,0.319,112,106,111.0,108,107.0,110,145,76,15.8,24.9,
,Team Totals,,,82,82,19731,0.479,0.552,0.364,0.549,0.77,0.583,0.263,0.389,102,101,101.0,101,99.0,101,108,92,92.4,113.5,
