Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Carsen Edwards,22.0,SG,2,0,5,0.667,1.0,0.5,0.833,,0.833,0.0,0.667,143.0,189.0,136.0,155.0,,146.0,0.0,170.0,
2.0,Tacko Fall,25.0,C,1,0,1,,,,,,,,,,,,,,,,,
3.0,Evan Fournier,28.0,SF,5,5,167,0.429,0.424,0.433,0.532,0.833,0.564,0.19,0.476,92.0,80.0,118.0,99.0,107.0,99.0,77.0,122.0,
4.0,Luke Kornet,25.0,C,2,0,5,1.0,1.0,,1.0,0.5,0.798,2.0,0.0,215.0,189.0,,186.0,64.0,140.0,810.0,0.0,
5.0,Romeo Langford,21.0,SG,4,2,109,0.406,0.467,0.353,0.5,1.0,0.533,0.125,0.531,87.0,88.0,96.0,93.0,129.0,93.0,51.0,136.0,
6.0,Aaron Nesmith,21.0,SF,5,0,75,0.278,0.25,0.286,0.389,1.0,0.424,0.111,0.778,60.0,47.0,78.0,72.0,129.0,74.0,45.0,199.0,
7.0,Semi Ojeleye,26.0,PF,2,0,12,0.0,0.0,0.0,0.0,0.5,0.102,0.5,0.75,0.0,0.0,0.0,0.0,64.0,18.0,203.0,191.0,
8.0,Jabari Parker,25.0,PF,4,0,59,0.619,0.688,0.4,0.667,0.75,0.693,0.381,0.238,133.0,130.0,109.0,124.0,96.0,121.0,154.0,61.0,
9.0,Payton Pritchard,23.0,SG,5,0,67,0.353,0.429,0.3,0.441,1.0,0.475,0.118,0.588,76.0,81.0,82.0,82.0,129.0,83.0,48.0,150.0,
10.0,Marcus Smart,26.0,PG,5,5,183,0.439,0.565,0.372,0.561,0.714,0.591,0.318,0.652,94.0,107.0,102.0,104.0,92.0,103.0,129.0,166.0,
11.0,Jayson Tatum,22.0,SF,5,5,185,0.423,0.44,0.389,0.486,0.918,0.577,0.441,0.324,91.0,83.0,106.0,90.0,118.0,101.0,179.0,83.0,
12.0,Tristan Thompson,29.0,C,5,5,132,0.588,0.588,,0.588,0.706,0.627,0.5,0.0,126.0,111.0,,109.0,91.0,110.0,203.0,0.0,
13.0,Kemba Walker,30.0,PG,3,3,91,0.317,0.417,0.176,0.354,0.9,0.419,0.244,0.415,68.0,79.0,48.0,66.0,116.0,73.0,99.0,106.0,
14.0,Tremont Waters,23.0,PG,3,0,6,0.25,0.5,0.0,0.25,0.667,0.376,0.75,0.5,54.0,94.0,0.0,46.0,86.0,66.0,304.0,128.0,
15.0,Grant Williams,22.0,PF,5,0,57,0.5,0.5,0.5,0.583,1.0,0.638,0.25,0.333,107.0,94.0,136.0,108.0,129.0,112.0,101.0,85.0,
16.0,Robert Williams,23.0,C,3,0,46,0.643,0.643,,0.643,0.5,0.638,0.143,0.0,138.0,121.0,,120.0,64.0,112.0,58.0,0.0,
,Team Totals,,,5,5,1200,0.435,0.496,0.35,0.508,0.825,0.56,0.311,0.415,93.0,94.0,95.0,94.0,106.0,98.0,126.0,106.0,
