unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Devin Booker,37:36,10,23,.435,0,6,.000,7,7,1.000,1,1,2,7,1,1,5,4,27,15.9,-17,True,,PHO,ATL,PHO,ATL,True,False,550f8f7e01cb6daefc294cff54f87d14950d1b4e,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Dillon Brooks,35:32,14,25,.560,3,7,.429,3,3,1.000,1,5,6,1,3,0,3,5,34,23.0,-2,True,,PHO,ATL,PHO,ATL,True,False,c3c14db8c68649b8d7c07db48140dabd1b5f71de,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Mark Williams,28:06,4,5,.800,0,0,,0,0,,1,3,4,1,0,0,2,4,8,4.8,-15,True,,PHO,ATL,PHO,ATL,True,False,bd31c096776ad16e8a7777f8b6e3c1abb89b9706,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Royce O'Neale,24:56,1,9,.111,1,6,.167,0,0,,2,4,6,1,0,0,0,1,3,0.0,-18,True,,PHO,ATL,PHO,ATL,True,False,a2c828ec20a2b3ce6d819cde356f1600490fcb9b,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Ryan Dunn,23:56,4,9,.444,2,4,.500,2,2,1.000,3,1,4,4,2,0,1,4,12,11.9,-24,True,,PHO,ATL,PHO,ATL,True,False,d124d4e452e89472ec1ef2f6fb0809e580d39811,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,PHO,ATL,PHO,ATL,True,False,eaa7391bc14e77ddb8fa3c1d809adcf761c12ef6,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Collin Gillespie,31:51,5,13,.385,1,3,.333,4,4,1.000,3,5,8,7,2,0,2,2,15,15.6,+18,True,,PHO,ATL,PHO,ATL,True,False,de6039d239d7196aef27989ed3f42b43ba64912a,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Jordan Goodwin,21:46,6,9,.667,1,2,.500,1,1,1.000,3,4,7,2,1,0,1,1,14,14.4,+14,True,,PHO,ATL,PHO,ATL,True,False,5057fbb99ad9c53a238af6a7013d5cb3a9ed8273,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Isaiah Livers,17:09,2,2,1.000,2,2,1.000,0,0,,0,5,5,0,0,0,0,0,6,6.9,+20,True,,PHO,ATL,PHO,ATL,True,False,a06b420cb82688a00171bf3ff489818b3df434f8,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
Nick Richards,13:53,1,2,.500,0,0,,1,2,.500,2,3,5,0,0,1,2,2,3,1.8,+16,True,,PHO,ATL,PHO,ATL,True,False,fbca5cf4f9d6efc7e74eaccdca8e527579b5ecb4,202511160PHO,"Atlanta Hawks at Phoenix Suns Box Score, November 16, 2025",2026-01-20T14:02:17.956683,box-PHO-game-basic
