Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Derrick White,30.0,SG,11,11,415,0.463,20.2,0.293,0.122,0.136,0.027,0.007,0.707,0.651,0.889,0.55,0.25,0.0,0.385,0.429,0.85,0.014,2,0.212,0.455,2,0,
2.0,Jaylen Brown,28.0,SF,11,11,402,0.441,13.4,0.677,0.19,0.267,0.133,0.087,0.323,0.492,0.703,0.365,0.577,0.294,0.333,0.292,0.714,0.036,5,0.19,0.333,0,0,
3.0,Al Horford,38.0,C,11,9,348,0.472,16.5,0.514,0.194,0.194,0.042,0.083,0.486,0.541,0.786,0.286,0.667,0.5,0.4,0.6,1.0,0.056,3,0.257,0.333,1,0,
4.0,Jayson Tatum,26.0,PF,8,8,322,0.423,16.8,0.554,0.166,0.131,0.149,0.109,0.446,0.464,0.828,0.217,0.346,0.368,0.372,0.311,0.207,0.046,8,0.026,0.0,0,0,
5.0,Payton Pritchard,27.0,PG,11,0,302,0.455,20.8,0.323,0.152,0.091,0.04,0.04,0.677,0.563,0.667,0.556,0.25,0.5,0.403,0.222,0.704,0.0,0,0.09,0.5,2,0,
6.0,Jrue Holiday,34.0,PG,8,8,264,0.483,14.6,0.567,0.25,0.233,0.067,0.017,0.433,0.588,0.867,0.357,0.5,0.0,0.346,0.6,0.667,0.017,1,0.154,0.0,1,0,
7.0,Kristaps Porziņģis,29.0,C,11,7,231,0.316,13.6,0.671,0.253,0.19,0.177,0.051,0.329,0.396,0.6,0.333,0.143,0.5,0.154,0.714,1.0,0.114,9,0.038,0.0,0,0,
8.0,Luke Kornet,29.0,C,11,1,180,0.724,1.9,1.0,0.759,0.241,0.0,0.0,0.0,0.724,0.864,0.286,,,,0.667,,0.414,12,,,0,0,
9.0,Sam Hauser,27.0,PF,8,0,108,0.417,23.1,0.125,0.083,0.0,0.042,0.0,0.875,1.0,1.0,,1.0,,0.333,1.0,1.0,0.0,0,0.333,0.429,0,0,
10.0,Baylor Scheierman,24.0,SG,4,0,22,0.3,19.6,0.5,0.1,0.1,0.2,0.1,0.5,0.2,1.0,0.0,0.0,0.0,0.4,1.0,1.0,0.0,0,0.2,0.0,0,0,
11.0,Torrey Craig,34.0,SF,5,0,21,0.5,20.7,0.25,0.0,0.25,0.0,0.0,0.75,0.0,,0.0,,,0.667,,1.0,0.0,0,0.333,0.0,0,0,
12.0,Jordan Walsh,20.0,PF,5,0,15,0.0,23.6,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,1.0,0.0,0,0,
13.0,JD Davison,22.0,PG,4,0,13,0.125,10.1,0.75,0.375,0.375,0.0,0.0,0.25,0.0,0.0,0.0,,,0.5,,1.0,0.0,0,0.0,,0,0,
14.0,Neemias Queta,25.0,C,4,0,13,0.833,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.833,0.833,,,,,0.6,,0.167,1,,,0,0,
15.0,Xavier Tillman Sr.,26.0,C,1,0,8,0.25,13.8,0.5,0.25,0.25,0.0,0.0,0.5,0.5,0.0,1.0,,,0.0,1.0,,0.0,0,0.0,,0,0,
,Team Totals,,,11,11,2664,0.442,15.3,0.526,0.2,0.175,0.092,0.058,0.474,0.517,0.76,0.356,0.393,0.358,0.36,0.444,0.705,0.048,41,0.152,0.348,6,0,
