Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Jaylen Brown,28.0,SF,11,11,402,0.441,0.492,0.333,0.495,0.758,0.542,0.338,0.323,94,90.0,93.0,91,97.0,94,139,77,
2.0,Torrey Craig,34.0,SF,5,0,21,0.5,0.0,0.667,0.75,,0.75,0.0,0.75,107,0.0,185.0,138,,130,0,178,
3.0,JD Davison,22.0,PG,4,0,13,0.125,0.0,0.5,0.188,0.5,0.225,0.25,0.25,27,0.0,139.0,35,64.0,39,103,59,
4.0,Sam Hauser,27.0,PF,8,0,108,0.417,1.0,0.333,0.563,1.0,0.573,0.042,0.875,89,183.0,93.0,104,128.0,99,17,208,
5.0,Jrue Holiday,34.0,PG,8,8,264,0.483,0.588,0.346,0.558,0.692,0.578,0.217,0.433,103,108.0,96.0,103,89.0,100,89,103,
6.0,Al Horford,38.0,C,11,9,348,0.472,0.541,0.4,0.569,0.857,0.586,0.097,0.486,101,99.0,111.0,105,110.0,102,40,115,
7.0,Luke Kornet,29.0,C,11,1,180,0.724,0.724,,0.724,1.0,0.769,0.276,0.0,155,133.0,,133,128.0,133,114,0,
8.0,Kristaps Porziņģis,29.0,C,11,7,231,0.316,0.396,0.154,0.342,0.689,0.43,0.57,0.329,68,73.0,43.0,63,88.0,75,235,78,
9.0,Payton Pritchard,27.0,PG,11,0,302,0.455,0.563,0.403,0.591,0.824,0.615,0.172,0.677,97,103.0,112.0,109,106.0,107,71,161,
10.0,Neemias Queta,25.0,C,4,0,13,0.833,0.833,,0.833,,0.833,0.0,0.0,178,153.0,,153,,145,0,0,
11.0,Baylor Scheierman,24.0,SG,4,0,22,0.3,0.2,0.4,0.4,,0.4,0.0,0.5,64,37.0,111.0,74,,69,0,119,
12.0,Jayson Tatum,26.0,PF,8,8,322,0.423,0.464,0.372,0.506,0.889,0.566,0.309,0.446,91,85.0,103.0,93,114.0,98,127,106,
13.0,Xavier Tillman Sr.,26.0,C,1,0,8,0.25,0.5,0.0,0.25,,0.25,0.0,0.5,54,92.0,0.0,46,,43,0,119,
14.0,Jordan Walsh,20.0,PF,5,0,15,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,237,
15.0,Derrick White,30.0,SG,11,11,415,0.463,0.651,0.385,0.599,0.861,0.636,0.245,0.707,99,119.0,107.0,110,110.0,110,101,168,
,Team Totals,,,11,11,2664,0.442,0.517,0.36,0.528,0.799,0.569,0.273,0.474,95,95.0,100.0,97,102.0,99,112,113,
