Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19830,3413,7382,0.462,1457,3955,0.368,1956,3427,0.571,1251,1565,0.799,933,2783,3716,2144,589,452,973,1303,9534
Team/G,,241.8,41.6,90.0,0.462,17.8,48.2,0.368,23.9,41.8,0.571,15.3,19.1,0.799,11.4,33.9,45.3,26.1,7.2,5.5,11.9,15.9,116.3
Lg Rank,,6,16,11,19.0,1,1,10.0,30,30,3.0,30,30,6.0,10,7,8,16,29,5,2,2,8
Year/Year,,0.0%,-5.2%,-0.2%,-0.025,7.8%,13.6%,-0.02,-13.1%,-12.4%,-0.004,-6.2%,-5.4%,-0.007,6.5%,-4.8%,-2.2%,-2.9%,5.7%,-16.0%,-0.6%,-1.7%,-3.6%
Opponent,82.0,19830,3302,7331,0.45,1055,3041,0.347,2247,4290,0.524,1128,1451,0.777,878,2704,3582,1968,567,295,1048,1438,8787
Opponent/G,,241.8,40.3,89.4,0.45,12.9,37.1,0.347,27.4,52.3,0.524,13.8,17.7,0.777,10.7,33.0,43.7,24.0,6.9,3.6,12.8,17.5,107.2
Lg Rank,,6,4,17,2.0,6,11,3.0,8,19,3.0,1,1,14.0,9,15,13,3,2,1,27,27,2
Year/Year,,0.0%,-3.0%,-2.4%,-0.002,-0.4%,1.1%,-0.005,-4.1%,-4.8%,0.004,3.3%,2.0%,0.009,-3.2%,2.2%,0.8%,-3.6%,11.2%,-3.0%,6.3%,1.6%,-1.9%
