Rk,Unnamed: 1,Salary
1,Jaylen Brown,"$49,205,800"
2,Jayson Tatum,"$34,848,340"
3,Jrue Holiday,"$30,000,000"
4,Kristaps Porziņģis,"$29,268,293"
5,Derrick White,"$20,071,429"
6,Al Horford,"$9,500,000"
7,Payton Pritchard,"$6,696,429"
8,Baylor Scheierman,"$2,494,320"
9,Xavier Tillman,"$2,237,691"
10,Neemias Queta,"$2,162,606"
11,Sam Hauser,"$2,092,344"
12,Luke Kornet,"$2,087,519"
13,Jordan Walsh,"$1,891,857"
14,Torrey Craig,"$779,820"
15,JD Davison,"$11,997"
16,Drew Peterson,
17,JD Davison,
18,Miles Norris,
