Rk,Unnamed: 1,Salary
1,Goran Dragić,"$18,620,165"
2,Dejounte Murray,"$15,428,880"
3,Doug McDermott,"$13,750,000"
4,Josh Richardson,"$11,615,328"
5,Al-Farouq Aminu,"$10,183,800"
6,Tomáš Satoranský,"$9,531,881"
7,Jakob Poeltl,"$8,750,000"
8,Zach Collins,"$7,000,000"
9,Lonnie Walker,"$4,447,896"
10,Devin Vassell,"$4,235,160"
11,Chandler Hutchison,"$4,019,459"
12,Joshua Primo,"$3,946,800"
13,Romeo Langford,"$3,804,360"
14,Luka Šamanić,"$2,959,080"
15,Keldon Johnson,"$2,145,720"
16,Keita Bates-Diop,"$1,729,217"
17,Tre Jones,"$1,517,981"
18,DeMarre Carroll,"$1,242,340"
19,Jock Landale,"$925,258"
20,Devontae Cacok,"$364,533"
21,Joe Wieskamp,"$202,068"
22,Tyler Johnson,"$128,709"
23,Jaylen Morris,"$95,930"
24,Anthony Lamb,"$85,578"
25,D. J. Stewart,$0
26,Robert Woodard,$0
