unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Cade Cunningham,36:24,12,26,.462,4,9,.444,14,16,.875,3,5,8,5,1,1,4,3,42,31.4,0,True,,DET,BOS,BOS,DET,False,True,34ee7c8b84ff9d2ab930c645c6336b9a80f346c6,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Jalen Duren,30:18,4,10,.400,0,0,,4,6,.667,6,10,16,1,0,0,3,3,12,9.5,+6,True,,DET,BOS,BOS,DET,False,True,363c6dad530f250b2dd36547d8bd185849338dce,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Duncan Robinson,29:32,4,9,.444,3,8,.375,0,0,,0,2,2,3,0,1,1,2,11,7.9,+9,True,,DET,BOS,BOS,DET,False,True,ec894cd0254b654b3cd7046edd2e369fa09d41ea,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Tobias Harris,27:01,4,8,.500,1,5,.200,3,3,1.000,0,4,4,3,0,2,0,2,12,11.9,0,True,,DET,BOS,BOS,DET,False,True,db4db7ee485b218cb321ea42d33ea5e9eadbbebc,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Ausar Thompson,25:51,2,8,.250,1,2,.500,3,4,.750,4,4,8,2,1,1,2,2,8,7.1,+1,True,,DET,BOS,BOS,DET,False,True,f6bc898e1981d4745fb4090bfaad252a027b9aaa,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,DET,BOS,BOS,DET,False,True,7927109d2102c67ecf46f5d399d6716990184676,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Caris LeVert,23:58,3,8,.375,2,4,.500,2,2,1.000,2,1,3,3,0,0,1,2,10,7.6,-5,True,,DET,BOS,BOS,DET,False,True,94834e478cff575882c52faed6e58fc2e4dfc4cc,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Isaiah Stewart,20:07,3,7,.429,0,0,,0,2,.000,4,5,9,1,0,1,1,3,6,5.0,-4,True,,DET,BOS,BOS,DET,False,True,ae585c05a530ee2d15308c29359d4166fa1644a8,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Jaden Ivey,14:47,2,9,.222,0,5,.000,3,3,1.000,1,3,4,0,1,0,1,0,7,3.1,-5,True,,DET,BOS,BOS,DET,False,True,38e026b9ccfbd31b3037c67e151e5d80fdac700d,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
Ron Holland,14:21,3,6,.500,0,2,.000,0,0,,1,0,1,1,2,0,0,0,6,6.4,-11,True,,DET,BOS,BOS,DET,False,True,1889f6a8db2113866614f2a45c32afdccd816afe,202511260BOS,"Detroit Pistons at Boston Celtics Box Score, November 26, 2025",2026-01-20T14:10:13.204122,box-DET-game-basic
