Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Bam Adebayo,27.0,C,4,4,38.3,7.0,16.0,0.438,1.8,5.3,0.333,5.3,10.8,0.488,0.492,1.8,2.8,0.636,4.0,7.0,11.0,4.3,1.0,0.3,3.0,2.3,17.5,
2.0,Tyler Herro,25.0,SG,4,4,36.0,6.8,16.3,0.415,2.3,7.3,0.31,4.5,9.0,0.5,0.485,2.0,2.5,0.8,0.0,3.5,3.5,2.8,0.5,0.0,2.3,3.0,17.8,
3.0,Davion Mitchell,26.0,PG,4,3,35.5,6.3,10.3,0.61,1.8,3.5,0.5,4.5,6.8,0.667,0.695,0.8,1.8,0.429,0.5,1.8,2.3,6.3,0.8,0.3,2.0,2.8,15.0,
4.0,Andrew Wiggins,29.0,SF,4,4,30.5,4.0,10.8,0.372,1.8,5.0,0.35,2.3,5.8,0.391,0.453,1.8,2.5,0.7,1.0,2.3,3.3,2.3,0.3,1.3,2.8,1.5,11.5,
5.0,Haywood Highsmith,28.0,SF,4,0,21.0,2.8,4.8,0.579,1.8,3.8,0.467,1.0,1.0,1.0,0.763,0.0,0.0,,1.0,2.3,3.3,1.0,0.8,0.5,1.0,2.8,7.3,
6.0,Nikola Jović,21.0,PF,4,0,18.8,3.3,8.8,0.371,1.5,6.0,0.25,1.8,2.8,0.636,0.457,1.5,1.5,1.0,1.0,3.0,4.0,1.5,0.8,0.3,1.3,0.5,9.5,
7.0,Kel'el Ware,20.0,C,4,4,18.3,2.0,4.5,0.444,0.8,2.8,0.273,1.3,1.8,0.714,0.528,0.0,0.0,,1.0,3.8,4.8,1.0,0.3,0.5,0.5,0.8,4.8,
8.0,Alec Burks,33.0,SG,1,1,15.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,1.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,
9.0,Duncan Robinson,30.0,SF,4,0,14.8,1.3,3.5,0.357,1.0,3.0,0.333,0.3,0.5,0.5,0.5,0.8,1.0,0.75,0.0,1.0,1.0,0.3,0.0,0.0,1.5,1.5,4.3,
10.0,Pelle Larsson,23.0,SG,4,0,13.0,2.0,3.8,0.533,0.8,2.0,0.375,1.3,1.8,0.714,0.633,0.3,0.8,0.333,0.5,1.8,2.3,1.0,0.3,0.0,0.5,1.5,5.0,
11.0,Kyle Anderson,31.0,SF,2,0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,
12.0,Jaime Jaquez Jr.,23.0,SF,3,0,6.3,0.3,2.0,0.167,0.0,0.7,0.0,0.3,1.3,0.25,0.167,0.7,0.7,1.0,1.0,0.3,1.3,0.3,0.0,0.0,0.3,0.3,1.3,
13.0,Keshad Johnson,23.0,SF,2,0,4.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,
,Team Totals,,,4,4,240.0,36.3,81.5,0.445,13.8,39.8,0.346,22.5,41.8,0.539,0.529,9.3,13.3,0.698,10.0,27.3,37.3,21.3,4.5,3.0,16.0,17.3,95.5,
