Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Bam Adebayo,27.0,C,78,78,2674,0.485,0.517,0.357,0.521,0.765,0.561,0.295,0.199,104,95,99,96,98.0,97,121,47,-49.9,-38.9,DPOY-10
2.0,Kyle Anderson,31.0,SF,25,1,461,0.493,0.517,0.333,0.515,0.789,0.557,0.284,0.134,105,95,93,95,101.0,97,117,32,-7.5,-5.7,
3.0,Thomas Bryant,27.0,C,10,0,115,0.429,0.545,0.353,0.536,1.0,0.624,0.393,0.607,92,100,98,99,128.0,108,162,144,-0.4,3.2,
4.0,Alec Burks,33.0,SG,49,14,863,0.424,0.422,0.425,0.587,0.776,0.608,0.181,0.764,91,77,118,108,99.0,106,74,181,23.7,18.9,
5.0,Jimmy Butler,35.0,PF,25,25,766,0.54,0.568,0.361,0.565,0.801,0.638,0.612,0.137,116,104,100,104,103.0,111,252,33,11.3,41.3,
6.0,Josh Christopher,23.0,SG,14,0,69,0.355,0.45,0.182,0.387,0.667,0.416,0.194,0.355,76,83,50,71,85.0,72,80,84,-9.7,-10.8,
7.0,Tyler Herro,25.0,SG,77,77,2725,0.472,0.565,0.375,0.563,0.878,0.605,0.237,0.486,101,104,104,104,113.0,105,98,115,56.3,86.2,AS
8.0,Haywood Highsmith,28.0,SF,74,42,1818,0.458,0.57,0.382,0.572,0.721,0.583,0.11,0.596,98,105,106,105,92.0,101,45,141,22.3,5.6,
9.0,Jaime Jaquez Jr.,23.0,SF,66,17,1368,0.461,0.513,0.311,0.501,0.754,0.543,0.307,0.258,99,94,86,92,97.0,94,127,61,-38.8,-34.4,
10.0,Keshad Johnson,23.0,SF,16,0,98,0.692,0.789,0.429,0.75,0.444,0.718,0.346,0.269,148,145,119,138,57.0,125,143,64,10.8,8.5,
11.0,Nikola Jović,21.0,PF,46,10,1156,0.456,0.563,0.371,0.56,0.828,0.595,0.231,0.557,98,103,103,103,106.0,103,95,132,12.5,15.4,
12.0,Pelle Larsson,23.0,SG,55,8,782,0.438,0.528,0.337,0.517,0.672,0.546,0.3,0.468,94,97,94,95,86.0,95,124,111,-10.5,-13.9,
13.0,Kevin Love,36.0,PF,23,9,251,0.357,0.354,0.358,0.461,0.696,0.488,0.2,0.583,76,65,99,85,89.0,85,82,138,-18.9,-22.2,
14.0,Davion Mitchell,26.0,PG,30,15,947,0.504,0.543,0.447,0.595,0.702,0.611,0.203,0.405,108,100,124,110,90.0,106,83,96,24.0,17.8,
15.0,Josh Richardson,31.0,SG,8,0,150,0.289,0.313,0.273,0.368,1.0,0.402,0.105,0.579,62,57,76,68,128.0,70,43,137,-13.3,-13.8,
16.0,Duncan Robinson,30.0,SF,74,37,1785,0.437,0.556,0.393,0.581,0.887,0.595,0.08,0.729,94,102,109,107,114.0,103,33,173,49.9,26.1,
17.0,Terry Rozier,30.0,PG,64,23,1658,0.391,0.48,0.295,0.462,0.852,0.497,0.17,0.485,84,88,82,85,109.0,86,70,115,-102.7,-107.5,
18.0,Dru Smith,27.0,SG,14,1,268,0.508,0.484,0.533,0.639,0.75,0.656,0.197,0.492,109,89,148,118,96.0,114,81,117,11.7,10.6,
19.0,Isaiah Stevens,24.0,PG,3,0,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0,0,0,0,,0,0,119,-2.2,-2.3,
20.0,Kel'el Ware,20.0,C,64,36,1422,0.554,0.629,0.315,0.592,0.687,0.603,0.144,0.239,119,115,88,109,88.0,105,59,57,45.0,26.3,ROY-6
21.0,Andrew Wiggins,29.0,SF,17,17,546,0.458,0.523,0.36,0.53,0.731,0.566,0.311,0.398,98,96,100,98,94.0,98,128,95,-6.6,-5.8,
,Team Totals,,,82,82,19928,0.465,0.538,0.367,0.544,0.791,0.576,0.232,0.429,99,99,102,100,101.0,100,95,102,7.0,4.6,
