Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Tyler Herro,25,77,77,2725,11.9,25.2,0.472,4.6,12.3,0.375,7.3,13.0,0.565,0.563,5.3,6.0,0.878,0.6,6.7,7.3,7.8,1.3,0.3,3.6,1.6,33.7,117,115,AS
2,Bam Adebayo,27,78,78,2674,10.1,20.8,0.485,1.5,4.1,0.357,8.6,16.6,0.517,0.521,4.7,6.1,0.765,3.5,10.5,14.0,6.3,1.8,1.0,3.0,3.0,26.3,115,110,DPOY-10
3,Haywood Highsmith,28,74,42,1818,4.9,10.7,0.458,2.4,6.4,0.382,2.5,4.3,0.57,0.572,0.9,1.2,0.721,2.0,4.9,6.9,3.1,1.9,1.0,1.5,4.5,13.1,116,114,
4,Duncan Robinson,30,74,37,1785,8.1,18.5,0.437,5.3,13.5,0.393,2.8,5.0,0.556,0.581,1.3,1.5,0.887,0.5,4.2,4.7,4.9,1.1,0.2,2.4,3.8,22.8,112,117,
5,Terry Rozier,30,64,23,1658,7.5,19.1,0.391,2.7,9.3,0.295,4.7,9.8,0.48,0.462,2.8,3.2,0.852,1.3,5.8,7.2,5.0,1.1,0.4,2.3,2.2,20.4,103,116,
6,Kel'el Ware,20,64,36,1422,9.0,16.3,0.554,1.2,3.9,0.315,7.8,12.4,0.629,0.592,1.6,2.4,0.687,4.1,12.5,16.6,2.1,1.4,2.5,2.0,3.9,20.9,118,108,ROY-6
7,Jaime Jaquez Jr.,23,66,17,1368,7.8,16.8,0.461,1.3,4.3,0.311,6.4,12.5,0.513,0.501,3.9,5.2,0.754,3.1,7.5,10.6,6.1,2.2,0.5,3.6,3.0,20.8,108,112,
8,Nikola Jović,21,46,10,1156,7.4,16.3,0.456,3.4,9.1,0.371,4.1,7.2,0.563,0.56,3.1,3.8,0.828,1.1,6.6,7.8,5.7,1.6,0.6,2.6,3.5,21.3,115,114,
9,Davion Mitchell,26,30,15,947,6.2,12.2,0.504,2.2,5.0,0.447,4.0,7.3,0.543,0.595,1.7,2.5,0.702,1.0,3.3,4.3,8.4,2.2,0.4,2.6,3.6,16.3,121,115,
10,Alec Burks,33,49,14,863,6.6,15.7,0.424,5.1,12.0,0.425,1.6,3.7,0.422,0.587,2.2,2.8,0.776,0.9,6.3,7.2,3.2,1.6,0.4,1.7,2.1,20.6,117,114,
11,Pelle Larsson,23,55,8,782,5.7,12.9,0.438,2.0,6.1,0.337,3.6,6.9,0.528,0.517,2.6,3.9,0.672,1.8,4.1,5.9,4.1,2.0,0.4,1.5,5.8,16.0,114,114,
12,Jimmy Butler,35,25,25,766,9.2,17.1,0.54,0.8,2.3,0.361,8.4,14.8,0.568,0.565,8.4,10.5,0.801,3.6,4.9,8.5,7.8,1.8,0.7,2.0,1.5,27.7,136,114,
13,Andrew Wiggins,29,17,17,546,10.5,22.9,0.458,3.3,9.1,0.36,7.2,13.8,0.523,0.53,5.2,7.1,0.731,2.1,4.5,6.6,5.1,1.8,1.6,3.9,2.8,29.5,107,113,
14,Kyle Anderson,31,25,1,461,7.1,14.5,0.493,0.6,1.9,0.333,6.5,12.6,0.517,0.515,3.2,4.1,0.789,2.8,7.6,10.4,6.9,1.5,1.4,1.8,4.4,18.2,122,112,
15,Dru Smith,27,14,1,268,5.8,11.4,0.508,3.0,5.6,0.533,2.8,5.8,0.484,0.639,1.7,2.2,0.75,2.2,4.5,6.7,4.3,3.9,1.1,3.2,5.6,16.2,115,109,
16,Kevin Love,36,23,9,251,8.1,22.9,0.357,4.8,13.3,0.358,3.4,9.5,0.354,0.461,3.2,4.6,0.696,4.4,14.3,18.7,4.4,3.0,0.8,2.8,4.2,24.2,103,106,
17,Josh Richardson,31,8,0,150,3.7,12.6,0.289,2.0,7.3,0.273,1.7,5.3,0.313,0.368,1.3,1.3,1.0,2.0,2.0,4.0,4.0,2.7,0.3,2.7,5.7,10.6,87,114,
18,Thomas Bryant,27,10,0,115,5.2,12.1,0.429,2.6,7.4,0.353,2.6,4.8,0.545,0.536,4.8,4.8,1.0,2.6,11.3,13.9,1.7,0.4,3.9,0.9,3.9,17.8,131,109,
19,Keshad Johnson,23,16,0,98,9.2,13.2,0.692,1.5,3.6,0.429,7.6,9.7,0.789,0.75,2.0,4.6,0.444,3.1,11.2,14.3,2.0,2.5,2.0,2.0,5.6,21.9,128,107,
20,Josh Christopher,23,14,0,69,8.0,22.4,0.355,1.4,8.0,0.182,6.5,14.5,0.45,0.387,2.9,4.3,0.667,0.0,6.5,6.5,5.8,3.6,2.2,4.3,1.4,20.2,82,107,
21,Isaiah Stevens,24,3,0,6,0.0,16.6,0.0,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,,0.0,16.6,16.6,0.0,8.3,0.0,0.0,0.0,0.0,0,93,
