Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Bam Adebayo,27.0,C,4,4,153,15.9,0.508,0.328,0.172,11.7,23.4,17.1,19.4,1.4,0.8,14.8,24.5,0.0,-0.2,-0.2,-0.066,0.7,-1.5,-0.9,0.0,
2.0,Tyler Herro,25.0,SG,4,4,144,9.7,0.512,0.446,0.154,0.0,12.4,5.8,13.5,0.7,0.0,11.5,25.3,-0.1,-0.3,-0.4,-0.135,-2.9,-3.7,-6.6,-0.2,
3.0,Davion Mitchell,26.0,PG,4,3,142,16.6,0.681,0.341,0.171,1.6,6.3,3.8,30.4,1.1,0.8,15.4,17.0,0.4,-0.3,0.1,0.026,1.6,0.0,1.5,0.1,
4.0,Andrew Wiggins,29.0,SF,4,4,122,7.8,0.485,0.465,0.233,3.7,9.4,6.4,11.8,0.4,4.7,18.8,22.2,-0.2,-0.2,-0.5,-0.177,-2.7,-2.8,-5.5,-0.1,
5.0,Haywood Highsmith,28.0,SF,4,0,84,14.0,0.763,0.789,0.0,5.3,13.7,9.2,7.6,1.9,2.7,17.4,12.7,0.1,-0.1,0.0,0.01,0.5,1.6,2.0,0.1,
6.0,Nikola Jović,21.0,PF,4,0,75,15.4,0.505,0.686,0.171,6.0,20.5,12.7,13.7,2.1,1.5,11.7,26.4,0.0,-0.1,-0.1,-0.08,0.9,-0.9,0.0,0.0,
7.0,Kel'el Ware,20.0,C,4,4,73,11.9,0.528,0.611,0.0,6.1,26.3,15.5,8.5,0.7,3.1,10.0,12.7,0.0,-0.1,-0.1,-0.044,-0.4,-0.5,-0.8,0.0,
8.0,Duncan Robinson,30.0,SF,4,0,59,0.4,0.539,0.857,0.286,0.0,8.7,4.0,2.5,0.0,0.0,27.6,17.1,-0.1,-0.1,-0.3,-0.228,-7.3,-4.3,-11.6,-0.1,
9.0,Pelle Larsson,23.0,SG,4,0,52,12.9,0.613,0.533,0.2,4.3,17.2,10.3,12.8,1.0,0.0,10.9,16.4,0.1,-0.1,0.0,-0.024,-0.9,0.4,-0.5,0.0,
10.0,Jaime Jaquez Jr.,23.0,SF,3,0,19,3.5,0.291,0.333,0.333,17.6,6.7,12.6,7.5,0.0,0.0,12.7,19.3,0.0,0.0,-0.1,-0.236,-5.0,-5.8,-10.8,0.0,
11.0,Alec Burks,33.0,SG,1,1,15,20.8,1.0,1.0,0.0,0.0,17.1,8.0,21.4,0.0,0.0,0.0,9.3,0.1,0.0,0.0,0.149,8.7,1.0,9.8,0.0,
12.0,Kyle Anderson,31.0,SF,2,0,14,-7.4,0.0,0.0,0.0,0.0,9.1,4.3,9.5,0.0,0.0,33.3,10.0,-0.1,0.0,-0.1,-0.344,-11.9,-4.4,-16.2,-0.1,
13.0,Keshad Johnson,23.0,SF,2,0,8,6.3,1.0,0.0,0.0,14.0,0.0,7.5,0.0,0.0,0.0,50.0,11.6,0.0,0.0,0.0,-0.142,-6.5,-3.5,-10.0,0.0,
,Team Totals,,,4,4,960,,0.547,0.488,0.163,,,,,,,,,0.1,-1.7,-1.6,-0.082,-1.0,-1.6,-2.6,-0.1,
