Rk,Unnamed: 1,Salary
1,Bam Adebayo,"$34,848,340"
2,Tyler Herro,"$29,000,000"
3,Andrew Wiggins,"$26,276,786"
4,Terry Rozier,"$24,924,126"
5,Duncan Robinson,"$19,406,000"
6,Kyle Anderson,"$8,780,488"
7,Davion Mitchell,"$6,451,077"
8,Haywood Highsmith,"$5,200,000"
9,Kel'el Ware,"$4,231,800"
10,Kevin Love,"$3,850,000"
11,Jaime Jaquez,"$3,685,800"
12,Nikola Jović,"$2,464,200"
13,Alec Burks,"$2,087,519"
14,Pelle Larsson,"$1,157,153"
15,Keshad Johnson,"$724,883"
16,Zyon Pullin,
17,Josh Christopher,
18,Dru Smith,
19,Isaiah Stevens,
20,Keshad Johnson,
