Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Josh Giddey,23.0,PG,24,24,809,58,41,1,0,0,-1.7,6.5,57,16,27,4,61,4,525,6,23,
2.0,Nikola Vučević,35.0,C,25,25,751,0,0,0,0,100,-6.6,-6.2,24,9,39,6,15,0,207,3,14,
3.0,Matas Buzelis,21.0,PF,26,26,726,0,0,2,92,6,-2.7,3.2,19,26,42,1,36,2,102,8,16,
4.0,Tre Jones,26.0,PG,20,11,559,100,0,0,0,0,-4.2,-0.3,15,10,8,1,29,11,253,2,16,
5.0,Ayo Dosunmu,26.0,SG,20,7,556,6,66,27,1,0,-4.7,-1.2,11,15,18,2,28,1,163,8,18,
6.0,Patrick Williams,24.0,PF,25,1,521,0,0,27,69,3,-8.8,-8.1,9,8,28,2,15,0,75,3,13,
7.0,Kevin Huerter,27.0,SF,21,8,508,0,12,76,12,0,-6.3,-3.9,22,7,28,0,16,0,107,5,10,
8.0,Isaac Okoro,25.0,SG,18,18,453,1,40,54,5,0,-7.6,-5.5,5,6,24,4,10,5,62,3,12,
9.0,Jalen Smith,25.0,C,21,0,352,0,0,0,9,91,1.5,7.7,4,10,29,4,13,4,62,5,8,
10.0,Coby White,25.0,SG,10,8,293,12,70,19,0,0,0.7,6.2,12,11,9,3,31,4,124,6,11,
11.0,Julian Phillips,22.0,SF,22,2,222,0,8,53,39,0,4.4,10.2,0,2,14,0,2,1,16,0,5,
12.0,Jevon Carter,30.0,PG,14,0,200,79,21,0,0,0,-13.3,-11.0,5,1,9,1,3,1,44,0,4,
13.0,Dalen Terry,23.0,SG,16,0,173,0,30,65,5,0,6.2,11.9,6,4,11,1,3,1,52,1,2,
14.0,Zach Collins,28.0,C,5,0,87,0,0,0,0,100,10.5,15.6,2,0,5,1,6,0,13,2,0,
15.0,Lachlan Olbrich,22.0,C,5,0,36,0,0,0,0,100,-8.7,-4.8,0,0,4,2,0,1,7,0,1,
16.0,Emanuel Miller,25.0,PF,5,0,33,0,0,62,38,0,-28.8,-25.4,0,0,2,0,1,0,8,0,0,
17.0,Trentyn Flowers,20.0,SF,2,0,6,0,0,100,0,0,-20.0,-16.0,0,0,1,0,0,0,2,0,0,
18.0,Noa Essengue,19.0,PF,2,0,6,0,0,0,74,26,-107.1,-103.6,0,0,1,0,0,0,0,0,1,
,Team Totals,,,26,26,6291,20,20,20,20,20,-4.1,-0.1,191,125,299,32,269,35,1822,52,154,
