Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,26.0,6290,1109,2353,0.471,358,990,0.362,751,1363,0.551,482,609,0.791,272,904,1176,744,210,123,398,520,3058
Team/G,,241.9,42.7,90.5,0.471,13.8,38.1,0.362,28.9,52.4,0.551,18.5,23.4,0.791,10.5,34.8,45.2,28.6,8.1,4.7,15.3,20.0,117.6
Lg Rank,,12,10,11,13.0,13,10,15.0,14,14,14.0,23,22,15.0,22,3,9,7,22,16,17,5,15
Year/Year,,0.4%,-1.3%,-1.6%,0.002,-10.8%,-9.4%,-0.006,4.0%,4.9%,-0.005,16.2%,18.8%,-0.017,4.0%,-2.9%,-1.4%,-1.5%,6.7%,0.5%,4.3%,13.6%,-0.2%
Opponent,26.0,6290,1161,2433,0.477,352,969,0.363,809,1464,0.553,496,636,0.78,310,887,1197,708,239,156,352,513,3170
Opponent/G,,241.9,44.7,93.6,0.477,13.5,37.3,0.363,31.1,56.3,0.553,19.1,24.5,0.78,11.9,34.1,46.0,27.2,9.2,6.0,13.5,19.7,121.9
Lg Rank,,12,27,28,20.0,19,17,18.0,28,29,17.0,14,15,10.0,22,25,25,21,25,28,27,22,26
Year/Year,,0.4%,0.5%,-1.5%,0.01,-0.7%,-6.0%,0.019,1.1%,1.7%,-0.003,12.9%,13.7%,-0.006,8.8%,-2.8%,-0.0%,-5.8%,13.7%,18.0%,7.6%,17.8%,2.1%
