Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Brandin Podziemski,22.0,SG,27,11,748,13.2,0.573,0.496,0.24,2.8,15.6,9.2,17.1,2.1,0.6,12.3,18.4,0.6,1.0,1.5,0.098,-0.9,0.7,-0.3,0.3,
2.0,Jimmy Butler,36.0,SF,23,23,717,23.4,0.644,0.171,0.681,7.9,12.6,10.2,25.0,2.5,0.6,8.8,22.1,2.8,0.9,3.8,0.252,4.5,1.1,5.7,1.4,
3.0,Moses Moody,23.0,SG,25,14,618,13.0,0.584,0.677,0.235,3.9,10.2,7.0,8.9,1.9,2.5,10.1,19.0,0.4,0.7,1.2,0.093,-0.3,0.0,-0.3,0.3,
4.0,Draymond Green,35.0,PF,21,21,593,8.7,0.511,0.606,0.144,3.1,20.8,11.9,27.3,1.5,2.7,28.6,17.0,-0.6,0.9,0.2,0.019,-3.8,1.8,-2.0,0.0,
5.0,Stephen Curry,37.0,PG,18,18,564,24.5,0.655,0.621,0.266,1.3,11.6,6.5,24.6,2.0,1.6,11.9,34.6,1.2,0.7,1.9,0.163,7.4,-0.4,7.0,1.3,
6.0,Buddy Hield,33.0,SG,27,3,507,10.9,0.537,0.655,0.093,4.1,10.7,7.4,13.0,2.2,0.4,12.6,19.2,-0.1,0.6,0.5,0.05,-2.3,-0.1,-2.3,0.0,
7.0,Quinten Post,25.0,PF,27,13,490,13.7,0.573,0.661,0.09,5.5,18.5,12.0,12.3,1.6,2.9,10.2,17.7,0.4,0.7,1.1,0.106,-0.2,0.9,0.7,0.3,
8.0,Will Richard,23.0,SG,23,12,440,14.1,0.675,0.598,0.254,5.9,9.4,7.7,8.4,2.5,0.2,10.0,14.5,0.8,0.5,1.3,0.145,-0.5,1.1,0.6,0.3,
9.0,Jonathan Kuminga,23.0,PF,17,13,436,11.2,0.526,0.284,0.307,6.7,20.0,13.4,15.9,0.6,1.2,17.7,23.5,-0.4,0.5,0.1,0.013,-3.4,-1.3,-4.6,-0.3,
10.0,Pat Spencer,29.0,PG,19,3,303,15.7,0.548,0.286,0.168,5.0,11.5,8.3,31.2,2.2,0.3,11.7,20.2,0.5,0.4,0.8,0.13,-0.1,1.1,1.0,0.2,
11.0,Gary Payton II,33.0,SG,25,1,299,12.6,0.531,0.322,0.033,7.6,18.9,13.3,19.2,2.4,1.8,16.5,15.4,0.1,0.5,0.6,0.095,-2.6,2.1,-0.5,0.1,
12.0,Al Horford,39.0,C,13,1,279,9.1,0.453,0.731,0.077,4.3,18.0,11.1,12.7,2.2,4.2,16.6,14.6,-0.3,0.5,0.2,0.034,-3.5,1.8,-1.7,0.0,
13.0,Trayce Jackson-Davis,25.0,C,17,1,221,16.0,0.597,0.0,0.528,12.8,16.3,14.5,13.1,1.1,4.9,12.1,14.2,0.4,0.3,0.7,0.157,-1.2,0.8,-0.3,0.1,
14.0,Gui Santos,23.0,PF,20,1,181,7.8,0.516,0.6,0.291,9.6,12.6,11.1,10.2,1.3,1.0,20.5,18.2,-0.1,0.2,0.0,0.011,-5.0,-0.8,-5.7,-0.2,
15.0,De'Anthony Melton,27.0,PG,4,0,78,9.7,0.484,0.452,0.452,1.4,5.6,3.5,11.3,4.3,2.3,13.9,23.4,-0.1,0.1,0.0,0.008,-6.3,1.5,-4.8,-0.1,
16.0,Seth Curry,35.0,SG,2,0,32,18.8,0.778,0.444,0.0,3.4,10.2,6.8,14.7,3.0,0.0,0.0,11.9,0.1,0.0,0.2,0.228,1.4,3.8,5.1,0.1,
,Team Totals,,,27,27,6506,,0.583,0.5,0.261,,,,,,,,,5.8,8.5,14.2,0.105,-0.3,0.7,0.3,3.8,
