Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Brandin Podziemski,22.0,SG,27,11,748,27,55,18,1,0,-1.6,-6.4,21,9,23,6,25,12,224,2,6,
2.0,Jimmy Butler,36.0,SF,23,23,717,0,10,38,51,0,6.4,11.8,19,8,16,4,80,1,292,15,16,
3.0,Moses Moody,23.0,SG,25,14,618,0,21,65,15,0,3.4,4.4,17,7,23,3,25,2,95,6,11,
4.0,Draymond Green,35.0,PF,21,21,593,0,0,17,55,29,4.7,6.6,47,7,35,14,8,7,284,1,9,
5.0,Stephen Curry,37.0,PG,18,18,564,100,0,0,0,0,0.8,-0.5,23,22,20,5,38,4,176,9,8,
6.0,Buddy Hield,33.0,SG,27,3,507,0,30,60,10,0,-9.0,-16.6,16,7,13,2,6,0,112,1,8,
7.0,Quinten Post,25.0,PF,27,13,490,0,0,0,4,96,11.0,15.7,8,6,30,4,7,2,96,2,4,
8.0,Will Richard,23.0,SG,23,12,440,32,52,15,0,0,1.2,0.2,9,3,27,0,11,5,62,1,4,
9.0,Jonathan Kuminga,23.0,PF,17,13,436,0,0,1,63,36,-3.8,-7.3,20,16,14,1,28,1,107,4,12,
10.0,Pat Spencer,29.0,PG,19,3,303,86,13,1,0,0,5.1,5.2,12,4,13,1,9,1,153,0,11,
11.0,Gary Payton II,33.0,SG,25,1,299,26,73,2,0,0,7.3,8.0,12,0,17,3,2,0,100,1,3,
12.0,Al Horford,39.0,C,13,1,279,0,0,0,2,98,-8.9,-12.8,9,1,12,5,3,0,67,0,3,
13.0,Trayce Jackson-Davis,25.0,C,17,1,221,0,0,0,0,100,-6.0,-8.5,3,2,15,2,17,0,52,6,8,
14.0,Gui Santos,23.0,PF,20,1,181,0,1,5,91,3,-5.7,-7.8,10,2,14,2,7,0,30,0,2,
15.0,De'Anthony Melton,27.0,PG,4,0,78,66,34,0,0,0,-1.2,-2.4,5,0,6,0,6,0,15,0,2,
16.0,Seth Curry,35.0,SG,2,0,32,31,66,3,0,0,0.4,-0.7,0,0,1,0,0,1,6,0,0,
,Team Totals,,,27,27,6506,20,20,20,20,20,1.1,0.5,231,94,279,52,272,36,1871,48,107,
