unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Saddiq Bey,33:35,6,16,.375,2,7,.286,2,2,1.000,1,3,4,3,0,0,0,1,16,10.5,-11,True,,NOP,CHI,CHI,NOP,False,True,ca8abe0f53048eb90a07cea2b3e64d720c8478ed,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Trey Murphy III,33:35,6,15,.400,3,11,.273,0,0,,0,6,6,5,0,1,4,3,15,7.7,-17,True,,NOP,CHI,CHI,NOP,False,True,d973363ca2b0ef9ff8e8e5197f360e1c2863b9f5,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Zion Williamson,29:28,12,19,.632,0,0,,7,9,.778,4,3,7,3,0,0,1,4,31,24.9,-6,True,,NOP,CHI,CHI,NOP,False,True,eacf8d90c68e99c7e4f5f82e614837c7af913b51,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Derik Queen,25:26,4,7,.571,0,1,.000,1,2,.500,1,6,7,4,2,5,2,4,9,12.5,-19,True,,NOP,CHI,CHI,NOP,False,True,70f9cc3778d91d0539942cb6cd073e2fe263a828,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Jeremiah Fears,22:31,2,8,.250,1,2,.500,0,0,,0,0,0,4,0,0,2,2,5,0.2,-18,True,,NOP,CHI,CHI,NOP,False,True,1d0d39ff1200ba3f5d7dae937d879c68c501d68f,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,NOP,CHI,CHI,NOP,False,True,5e25add7eb6485b5bd72c1f2ea5cb3e5f155988d,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Jordan Poole,26:11,6,14,.429,4,10,.400,10,10,1.000,0,3,3,2,0,0,0,3,26,19.7,+2,True,,NOP,CHI,CHI,NOP,False,True,f3e48663884f41a9c04d92b0c3ed0b5530711adc,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Yves Missi,22:42,1,3,.333,0,0,,1,3,.333,2,4,6,0,2,3,0,2,3,6.4,-2,True,,NOP,CHI,CHI,NOP,False,True,d61a35f230d9ced9842e13004ca4c866b7b9ba91,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Kevon Looney,17:56,1,5,.200,0,1,.000,0,0,,4,6,10,3,0,0,0,2,2,4.8,-5,True,,NOP,CHI,CHI,NOP,False,True,cca82f74aa7f4f125c23028eeee32692379a5216,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Jordan Hawkins,14:25,2,7,.286,1,4,.250,0,0,,0,1,1,0,0,0,0,0,5,1.2,+1,True,,NOP,CHI,CHI,NOP,False,True,564358dca9e1fec6a8e96dbaf476813d3fda3dd4,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
Micah Peavy,14:11,2,4,.500,1,2,.500,1,1,1.000,0,2,2,1,0,0,1,3,6,3.1,-5,True,,NOP,CHI,CHI,NOP,False,True,62321977f64c40a83fd21c126091fb0175aa33c8,202512310CHI,"New Orleans Pelicans at Chicago Bulls Box Score, December 31, 2025",2026-01-20T14:39:32.826907,box-NOP-game-basic
