unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Trey Murphy III,38:08,15,22,.682,5,11,.455,6,6,1.000,3,6,9,3,1,0,1,1,41,37.2,-14,True,,NOP,SAS,SAS,NOP,False,True,d973363ca2b0ef9ff8e8e5197f360e1c2863b9f5,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Herbert Jones,38:03,6,11,.545,3,7,.429,0,0,,0,3,3,4,3,0,1,4,15,13.8,+17,True,,NOP,SAS,SAS,NOP,False,True,5c27b7435b82b7a3fa1636d4a9a27692b6aac51e,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Jeremiah Fears,31:25,8,17,.471,0,3,.000,2,3,.667,1,2,3,3,2,0,2,3,18,11.1,-1,True,,NOP,SAS,SAS,NOP,False,True,1d0d39ff1200ba3f5d7dae937d879c68c501d68f,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Saddiq Bey,29:54,4,11,.364,2,5,.400,0,0,,1,1,2,4,1,0,0,0,10,8.7,+9,True,,NOP,SAS,SAS,NOP,False,True,ca8abe0f53048eb90a07cea2b3e64d720c8478ed,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Kevon Looney,16:51,1,3,.333,1,2,.500,2,4,.500,2,4,6,0,0,0,1,3,5,2.9,-6,True,,NOP,SAS,SAS,NOP,False,True,cca82f74aa7f4f125c23028eeee32692379a5216,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,NOP,SAS,SAS,NOP,False,True,5e25add7eb6485b5bd72c1f2ea5cb3e5f155988d,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Derik Queen,24:36,5,14,.357,1,4,.250,2,2,1.000,1,4,5,8,0,2,4,3,13,8.9,0,True,,NOP,SAS,SAS,NOP,False,True,70f9cc3778d91d0539942cb6cd073e2fe263a828,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Jordan Hawkins,18:02,2,6,.333,1,3,.333,0,0,,0,0,0,0,0,0,1,0,5,0.6,-22,True,,NOP,SAS,SAS,NOP,False,True,564358dca9e1fec6a8e96dbaf476813d3fda3dd4,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Micah Peavy,17:37,0,4,.000,0,1,.000,0,0,,3,2,5,0,0,0,0,3,0,-1.3,-5,True,,NOP,SAS,SAS,NOP,False,True,62321977f64c40a83fd21c126091fb0175aa33c8,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Jose Alvarado,16:35,2,3,.667,2,2,1.000,2,2,1.000,0,2,2,5,0,0,0,2,8,10.0,-6,True,,NOP,SAS,SAS,NOP,False,True,88f7a15b9b45591a1ad0d4b368ab940725bf51f4,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Karlo Matković,8:49,2,3,.667,0,0,,0,0,,0,5,5,0,0,0,1,0,4,3.2,-7,True,,NOP,SAS,SAS,NOP,False,True,8b451124eb3bb3b90692ba92e1aa8aa8e12668d5,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
DeAndre Jordan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,NOP,SAS,SAS,NOP,False,True,ca0c42daacdef38a32a8e807d1d26830f2a5b0e3,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
Bryce McGowens,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,NOP,SAS,SAS,NOP,False,True,c40df50bbade4711f73571e8fe2c84c0fd59bab7,202511080SAS,"New Orleans Pelicans at San Antonio Spurs Box Score, November 8, 2025",2026-01-20T13:56:02.097288,box-NOP-game-basic
