Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Stephen Curry,35.0,PG,74,74,2421,0.45,19.8,0.394,0.074,0.173,0.065,0.082,0.606,0.515,0.692,0.508,0.426,0.441,0.408,0.399,0.611,0.0,0,0.08,0.557,2,0,"CPOY-1,AS,NBA3"
2.0,Klay Thompson,33.0,SF,77,63,2284,0.432,20.3,0.389,0.051,0.108,0.107,0.124,0.611,0.503,0.724,0.484,0.463,0.464,0.387,0.721,0.937,0.002,2,0.132,0.396,2,0,
3.0,Brandin Podziemski,20.0,SG,74,28,1968,0.454,13.8,0.608,0.186,0.322,0.07,0.03,0.392,0.499,0.685,0.443,0.333,0.333,0.385,0.552,0.767,0.008,4,0.192,0.422,1,0,ROY-5
4.0,Jonathan Kuminga,21.0,PF,74,46,1949,0.529,9.4,0.809,0.296,0.364,0.109,0.039,0.191,0.578,0.749,0.519,0.394,0.353,0.321,0.615,0.906,0.182,138,0.279,0.435,1,0,
5.0,Andrew Wiggins,28.0,SF,71,59,1920,0.453,13.2,0.674,0.203,0.292,0.083,0.096,0.326,0.498,0.639,0.491,0.338,0.36,0.358,0.592,0.901,0.049,37,0.157,0.35,1,0,
6.0,Chris Paul,38.0,PG,58,18,1531,0.441,19.0,0.55,0.021,0.109,0.233,0.186,0.45,0.498,0.8,0.608,0.514,0.379,0.371,0.164,0.679,0.0,0,0.176,0.243,4,0,
7.0,Draymond Green,33.0,PF,55,52,1490,0.497,11.6,0.653,0.293,0.296,0.056,0.008,0.347,0.551,0.67,0.5,0.143,1.0,0.395,0.769,0.941,0.022,7,0.31,0.425,0,0,
8.0,Kevon Looney,27.0,C,74,36,1195,0.597,4.2,0.996,0.485,0.421,0.06,0.03,0.004,0.599,0.681,0.541,0.429,0.429,0.0,0.676,,0.12,24,0.0,,1,0,
9.0,Moses Moody,21.0,SG,66,9,1156,0.462,15.2,0.524,0.179,0.24,0.064,0.04,0.476,0.555,0.733,0.475,0.481,0.353,0.36,0.582,0.903,0.05,17,0.27,0.315,0,0,
10.0,Trayce Jackson-Davis,23.0,PF,68,16,1130,0.702,2.5,0.997,0.648,0.343,0.006,0.0,0.003,0.704,0.777,0.561,1.0,,0.0,0.751,,0.373,112,0.0,,0,0,
11.0,Dario Šarić,29.0,C,64,9,1098,0.466,16.1,0.492,0.152,0.263,0.041,0.036,0.508,0.56,0.797,0.48,0.375,0.357,0.376,0.654,1.0,0.003,1,0.117,0.261,0,0,
12.0,Gary Payton II,31.0,SG,44,0,680,0.563,9.4,0.699,0.388,0.306,0.005,0.0,0.301,0.648,0.718,0.571,0.0,,0.364,0.819,1.0,0.126,20,0.636,0.343,0,0,
13.0,Lester Quiñones,23.0,SG,37,0,394,0.397,19.1,0.376,0.113,0.163,0.099,0.0,0.624,0.453,0.625,0.391,0.357,,0.364,0.458,0.938,0.021,3,0.182,0.5,2,1,
14.0,Cory Joseph,32.0,PG,26,0,296,0.359,20.4,0.344,0.031,0.156,0.078,0.078,0.656,0.455,0.0,0.7,0.4,0.2,0.31,0.6,0.923,0.0,0,0.238,0.4,1,0,
15.0,Gui Santos,21.0,PF,23,0,192,0.509,13.9,0.509,0.345,0.164,0.0,0.0,0.491,0.643,0.737,0.444,,,0.37,0.667,0.9,0.036,2,0.296,0.5,0,0,
16.0,Jerome Robinson,26.0,SG,22,0,81,0.333,15.5,0.485,0.242,0.212,0.0,0.03,0.515,0.563,0.75,0.429,,0.0,0.118,1.0,1.0,0.061,2,0.235,0.0,0,0,
17.0,Pat Spencer,27.0,PG,6,0,26,0.5,15.6,0.5,0.25,0.25,0.0,0.0,0.5,1.0,1.0,1.0,,,0.0,0.5,,0.25,1,0.0,,0,0,
18.0,Usman Garuba,21.0,PF,6,0,18,0.167,7.2,0.833,0.333,0.5,0.0,0.0,0.167,0.2,0.5,0.0,,,0.0,0.0,,0.0,0,0.0,,0,0,
,Team Totals,,,82,82,19829,0.477,13.7,0.575,0.185,0.238,0.083,0.069,0.425,0.548,0.716,0.504,0.419,0.41,0.38,0.599,0.81,0.055,370,0.163,0.395,15,1,
