Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,25.0,6050,1133,2195,0.516,340,851,0.4,793,1344,0.59,534,651,0.82,268,846,1114,736,180,98,334,489,3140
Team/G,,242.0,45.3,87.8,0.516,13.6,34.0,0.4,31.7,53.8,0.59,21.4,26.0,0.82,10.7,33.8,44.6,29.4,7.2,3.9,13.4,19.6,125.6
Lg Rank,,24,1,26,1.0,14,22,2.0,3,9,2.0,6,10,4.0,20,6,14,4,27,28,4,2,1
Year/Year,,-0.1%,-0.2%,-2.2%,0.01,13.3%,6.6%,0.024,-5.1%,-7.0%,0.012,19.2%,11.9%,0.05,-4.3%,-2.0%,-2.6%,-5.0%,-10.0%,-20.0%,-6.3%,11.1%,4.0%
Opponent,25.0,6050,1056,2264,0.466,325,949,0.342,731,1315,0.556,469,595,0.788,280,737,1017,665,195,108,313,556,2906
Opponent/G,,242.0,42.2,90.6,0.466,13.0,38.0,0.342,29.2,52.6,0.556,18.8,23.8,0.788,11.2,29.5,40.7,26.6,7.8,4.3,12.5,22.2,116.2
Lg Rank,,24,20,24,13.0,12,22,5.0,20,16,19.0,12,12,14.0,10,3,3,14,6,11,30,7,15
Year/Year,,-0.1%,-2.5%,-2.7%,0.001,-7.8%,-1.8%,-0.022,-0.0%,-3.3%,0.018,16.6%,15.0%,0.011,-4.6%,-4.0%,-4.2%,-8.3%,-10.8%,-15.7%,-3.3%,16.8%,-0.5%
