Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jayson Tatum,24.0,SF,20,20,799,0,0,37,63,0,4.6,5.7,18,25,16,7,58,2,261,7,23,
2.0,Jaylen Brown,26.0,SF,20,20,751,0,24,72,3,0,2.1,-7.1,22,31,26,9,36,1,171,11,30,
3.0,Marcus Smart,28.0,PG,20,20,679,98,2,0,0,0,4.3,2.3,33,6,17,3,25,15,245,6,10,
4.0,Al Horford,36.0,C,20,20,617,0,0,0,1,100,4.5,2.4,6,2,27,3,1,1,146,0,3,
5.0,Derrick White,28.0,SG,20,16,593,9,78,13,0,0,0.9,-7.1,6,6,21,1,15,10,98,2,9,
6.0,Malcolm Brogdon,30.0,PG,19,0,474,40,58,2,0,0,6.2,5.2,8,7,11,1,17,1,131,3,11,
7.0,Robert Williams,25.0,C,20,4,417,0,0,0,29,71,3.6,0.0,7,2,26,6,17,0,48,8,5,
8.0,Grant Williams,24.0,PF,15,0,265,0,0,5,89,6,-3.4,-9.6,2,1,16,1,5,4,47,0,1,
9.0,Sam Hauser,25.0,SF,15,0,104,0,13,27,60,0,10.1,7.4,0,0,2,0,1,0,9,0,1,
10.0,Payton Pritchard,25.0,PG,10,0,57,100,0,0,0,0,8.5,5.2,3,2,1,0,2,0,28,2,0,
11.0,Luke Kornet,27.0,C,8,0,32,0,0,0,0,100,4.8,1.2,0,0,0,0,0,0,0,0,0,
12.0,Mike Muscala,31.0,C,6,0,21,0,0,0,94,6,25.0,21.9,1,0,1,0,1,0,2,0,0,
13.0,Justin Champagnie,21.0,SF,4,0,10,0,100,0,0,0,6.1,2.5,0,0,1,0,0,0,0,0,0,
14.0,Blake Griffin,33.0,C,1,0,6,0,0,0,0,100,10.6,7.1,0,0,0,0,0,0,0,0,0,
,Team Totals,,,20,20,4825,20,20,20,20,20,3.6,-0.1,106,82,165,31,178,34,1186,39,93,
