Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Malcolm Brogdon,30.0,PG,19,0,474,0.418,0.45,0.379,0.503,0.829,0.535,0.179,0.444,88,82.0,105.0,92,106.0,92,67,115,
2.0,Jaylen Brown,26.0,SF,20,20,751,0.496,0.56,0.354,0.551,0.689,0.57,0.203,0.31,104,102.0,98.0,101,88.0,98,76,80,
3.0,Justin Champagnie,21.0,SF,4,0,10,0.25,1.0,0.0,0.25,,0.25,0.0,0.75,53,183.0,0.0,46,,43,0,194,
4.0,Blake Griffin,33.0,C,1,0,6,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,,0,,0,0,0,
5.0,Sam Hauser,25.0,SF,15,0,104,0.345,0.4,0.333,0.483,1.0,0.502,0.069,0.828,73,73.0,92.0,89,128.0,86,26,214,
6.0,Al Horford,36.0,C,20,20,617,0.386,0.605,0.298,0.492,0.75,0.497,0.03,0.712,81,110.0,83.0,90,96.0,86,11,184,
7.0,Luke Kornet,27.0,C,8,0,32,0.875,0.857,1.0,0.938,1.0,0.957,0.25,0.125,184,156.0,277.0,172,128.0,165,94,32,
8.0,Mike Muscala,31.0,C,6,0,21,0.5,,0.5,0.75,0.75,0.781,1.0,1.0,105,,139.0,138,96.0,134,375,258,
9.0,Payton Pritchard,25.0,PG,10,0,57,0.545,0.667,0.4,0.636,0.8,0.661,0.227,0.455,115,122.0,111.0,117,102.0,114,85,117,
10.0,Marcus Smart,28.0,PG,20,20,679,0.453,0.564,0.361,0.552,0.8,0.592,0.291,0.547,95,103.0,100.0,101,102.0,102,109,141,
11.0,Jayson Tatum,24.0,SF,20,20,799,0.458,0.55,0.323,0.524,0.876,0.585,0.339,0.406,96,100.0,90.0,96,112.0,101,127,105,
12.0,Derrick White,28.0,SG,20,16,593,0.505,0.581,0.455,0.641,0.912,0.671,0.185,0.598,106,106.0,126.0,118,117.0,115,69,154,
13.0,Grant Williams,24.0,PF,15,0,265,0.472,0.538,0.45,0.642,0.8,0.662,0.189,0.755,99,98.0,125.0,118,102.0,114,71,195,
14.0,Robert Williams,25.0,C,20,4,417,0.788,0.798,0.0,0.788,0.679,0.786,0.329,0.012,166,146.0,0.0,145,87.0,135,124,3,
,Team Totals,,,20,20,4825,0.478,0.572,0.364,0.56,0.81,0.594,0.234,0.452,101,104.0,101.0,103,104.0,102,88,117,
