Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Tyrese Haliburton,24,23,23,772,9.3,20.0,0.463,3.4,10.1,0.34,5.8,9.9,0.59,0.549,3.4,4.1,0.828,0.4,7.4,7.8,12.5,1.9,1.0,3.4,2.5,25.3,120,113,
2,Pascal Siakam,30,23,23,771,11.1,21.7,0.513,2.2,5.2,0.427,8.9,16.5,0.541,0.565,5.5,7.7,0.713,1.9,7.4,9.3,5.0,1.8,1.0,1.9,4.2,30.0,121,113,
3,Andrew Nembhard,25,23,23,769,6.7,14.2,0.471,2.5,5.5,0.465,4.1,8.7,0.474,0.561,2.4,2.9,0.804,0.9,3.8,4.7,6.8,2.2,0.3,2.7,4.0,18.3,115,115,
4,Myles Turner,28,23,23,675,7.7,15.9,0.484,2.2,6.5,0.344,5.4,9.4,0.581,0.555,5.4,7.0,0.771,2.0,5.9,8.0,2.3,0.9,3.3,2.8,4.9,23.0,113,113,
5,Aaron Nesmith,25,23,23,650,7.5,16.0,0.472,4.5,9.2,0.492,3.0,6.8,0.444,0.613,2.3,2.7,0.861,2.0,7.8,9.8,2.0,1.5,1.4,1.7,7.2,21.9,120,113,
6,Obi Toppin,26,23,0,440,9.2,19.0,0.485,2.8,8.7,0.321,6.5,10.4,0.624,0.558,2.8,4.0,0.694,1.4,8.3,9.8,3.3,1.7,0.9,2.7,5.0,24.0,108,112,
7,T.J. McConnell,32,23,0,402,11.5,21.3,0.537,1.0,2.3,0.421,10.5,19.0,0.551,0.56,2.7,3.3,0.815,1.5,7.7,9.1,11.3,2.4,0.2,5.4,3.2,26.6,110,112,
8,Bennedict Mathurin,22,22,0,385,8.6,18.8,0.459,2.3,7.6,0.3,6.4,11.2,0.568,0.52,11.3,13.1,0.864,3.3,6.0,9.3,2.4,1.1,0.9,3.3,5.3,30.9,121,115,
9,Ben Sheppard,23,21,0,293,4.0,8.5,0.471,2.5,6.4,0.395,1.5,2.2,0.692,0.618,0.7,0.7,1.0,1.3,5.2,6.5,1.3,1.3,0.2,1.8,6.2,11.2,110,116,
10,Thomas Bryant,27,20,0,167,4.7,9.7,0.485,2.6,5.3,0.5,2.1,4.4,0.467,0.621,3.2,4.1,0.786,2.1,5.9,7.9,1.2,1.2,1.8,2.1,7.3,15.2,119,114,
11,Jarace Walker,21,12,0,117,5.4,14.2,0.382,3.3,8.4,0.4,2.1,5.9,0.357,0.5,0.8,1.7,0.5,0.8,8.0,8.8,3.3,0.8,0.8,2.9,4.2,15.1,93,115,
12,Tony Bradley,27,11,0,78,2.5,5.7,0.444,0.0,0.6,0.0,2.5,5.0,0.5,0.444,5.7,7.5,0.75,6.9,6.3,13.2,1.9,0.0,0.6,2.5,6.3,10.7,126,118,
13,Johnny Furphy,20,11,0,35,1.4,5.6,0.25,0.0,2.8,0.0,1.4,2.8,0.5,0.25,0.0,1.4,0.0,1.4,7.0,8.4,1.4,0.0,1.4,1.4,8.4,2.8,60,116,
14,James Johnson,37,5,0,18,8.2,13.6,0.6,0.0,2.7,0.0,8.2,10.9,0.75,0.6,2.7,5.4,0.5,0.0,2.7,2.7,5.4,5.4,5.4,2.7,8.2,19.0,110,103,
