Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Pascal Siakam,30,78,78,2548,11.6,22.3,0.519,2.4,6.1,0.389,9.2,16.2,0.568,0.572,4.3,5.8,0.734,2.5,7.7,10.2,5.0,1.3,0.8,2.1,3.6,29.8,120,115,AS
2,Tyrese Haliburton,24,73,73,2451,9.3,19.7,0.473,4.3,11.0,0.388,5.1,8.7,0.581,0.582,3.7,4.4,0.851,0.8,4.2,5.1,13.2,2.1,1.0,2.4,1.8,26.6,131,115,NBA3
3,Myles Turner,28,72,72,2174,8.6,17.9,0.481,3.4,8.7,0.396,5.2,9.2,0.561,0.577,4.1,5.3,0.773,2.0,8.4,10.4,2.5,1.2,3.2,2.7,4.0,24.8,113,112,
4,Bennedict Mathurin,22,72,49,2149,8.7,19.1,0.458,2.2,6.4,0.34,6.6,12.6,0.519,0.516,6.2,7.4,0.831,1.9,6.6,8.6,3.0,1.1,0.5,3.0,3.6,25.9,110,116,
5,Andrew Nembhard,25,65,65,1881,6.3,13.8,0.458,1.3,4.5,0.291,5.0,9.3,0.538,0.506,2.8,3.5,0.794,0.9,4.7,5.5,8.3,2.0,0.3,2.9,3.8,16.7,111,116,
6,Obi Toppin,26,79,4,1545,9.9,18.6,0.529,3.4,9.4,0.365,6.4,9.3,0.695,0.621,2.8,3.5,0.781,1.7,8.2,9.9,4.0,1.4,0.9,2.1,3.4,25.9,122,114,
7,T.J. McConnell,32,79,1,1415,11.0,21.2,0.519,0.5,1.7,0.306,10.5,19.5,0.537,0.531,1.9,2.6,0.74,1.5,5.1,6.6,11.9,2.8,0.7,3.7,2.7,24.5,113,113,
8,Ben Sheppard,23,63,9,1228,4.7,11.2,0.418,2.7,7.8,0.342,2.0,3.4,0.591,0.537,0.9,1.1,0.889,1.7,5.2,6.9,3.3,1.5,0.5,0.9,4.9,13.0,119,116,
9,Jarace Walker,21,75,5,1187,6.9,14.6,0.472,3.0,7.5,0.405,3.8,7.1,0.543,0.576,1.9,2.8,0.667,1.0,8.3,9.3,4.5,2.2,1.0,3.2,4.7,18.7,106,112,
10,Aaron Nesmith,25,45,37,1123,8.2,16.2,0.507,3.6,8.3,0.431,4.6,7.9,0.587,0.617,3.1,3.4,0.913,1.6,6.0,7.6,2.3,1.5,0.7,1.6,4.9,23.2,124,116,
11,Thomas Bryant,27,56,8,848,8.6,16.6,0.515,2.4,7.4,0.321,6.2,9.2,0.673,0.587,2.5,3.0,0.83,4.4,8.0,12.4,2.8,1.5,1.8,1.6,3.8,22.0,125,113,
12,Quenton Jackson,26,28,7,381,7.3,15.4,0.475,1.9,5.0,0.375,5.4,10.3,0.524,0.537,3.9,5.0,0.775,1.8,3.8,5.6,6.7,2.6,0.6,2.0,5.4,20.4,121,114,
13,Johnny Furphy,20,50,0,379,4.4,11.7,0.38,1.9,6.3,0.3,2.5,5.3,0.476,0.462,2.3,2.8,0.818,2.9,6.1,9.0,2.4,2.3,1.4,1.5,5.2,13.1,108,113,
14,Enrique Freeman,24,22,1,181,4.2,9.8,0.432,0.3,2.7,0.1,4.0,7.2,0.556,0.446,3.5,5.0,0.684,2.9,5.0,8.0,2.4,0.8,0.8,1.6,5.6,12.2,109,118,
15,Tony Bradley,27,14,0,113,12.3,19.1,0.644,0.4,1.3,0.333,11.9,17.9,0.667,0.656,0.9,2.6,0.333,7.7,10.2,17.9,2.6,0.9,3.8,2.1,4.7,25.9,127,111,
16,Isaiah Jackson,23,5,1,84,8.0,13.2,0.609,0.0,0.0,,8.0,13.2,0.609,0.609,4.0,8.0,0.5,6.3,9.7,16.0,2.9,1.7,4.6,2.9,8.0,20.0,119,108,
17,RayJ Dennis,23,11,0,70,7.6,22.7,0.333,4.1,14.4,0.286,3.4,8.2,0.417,0.424,1.4,1.4,1.0,1.4,6.9,8.2,9.6,4.8,1.4,3.4,4.8,20.6,97,107,
18,Moses Brown,25,9,0,46,13.6,20.9,0.65,0.0,0.0,,13.6,20.9,0.65,0.65,3.1,5.2,0.6,4.2,9.4,13.6,0.0,2.1,1.0,6.3,6.3,30.3,98,112,
19,James Johnson,37,12,0,37,5.2,14.3,0.364,0.0,3.9,0.0,5.2,10.4,0.5,0.364,0.0,1.3,0.0,0.0,7.8,7.8,5.2,0.0,2.6,5.2,6.5,10.4,64,115,
20,Tristen Newton,23,5,0,8,6.0,36.0,0.167,0.0,18.0,0.0,6.0,18.0,0.333,0.167,6.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,12.0,18.0,52,123,
21,James Wiseman,23,1,0,5,19.2,38.4,0.5,0.0,9.6,0.0,19.2,28.8,0.667,0.5,19.2,19.2,1.0,0.0,9.6,9.6,0.0,0.0,0.0,0.0,0.0,57.7,127,118,
22,Jahlil Okafor,29,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,230,114,
