Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Tony Bradley,27.0,C,11,0,78,0.444,0.5,0.0,0.444,0.75,0.595,1.333,0.111,95,92,0,82,96,103,549,26,
2.0,Thomas Bryant,27.0,C,20,0,167,0.485,0.467,0.5,0.621,0.786,0.664,0.424,0.545,104,86,139,114,101,115,175,130,
3.0,Johnny Furphy,20.0,SG,11,0,35,0.25,0.5,0.0,0.25,0.0,0.225,0.25,0.5,54,92,0,46,0,39,103,119,
4.0,Tyrese Haliburton,24.0,PG,23,23,772,0.463,0.59,0.34,0.549,0.828,0.581,0.203,0.505,99,108,94,101,106,101,84,120,
5.0,James Johnson,37.0,PF,5,0,18,0.6,0.75,0.0,0.6,0.5,0.595,0.4,0.2,128,138,0,110,64,103,165,47,
6.0,Bennedict Mathurin,22.0,SF,22,0,385,0.459,0.568,0.3,0.52,0.864,0.628,0.696,0.405,98,104,83,96,111,109,287,96,
7.0,T.J. McConnell,32.0,PG,23,0,402,0.537,0.551,0.421,0.56,0.815,0.583,0.154,0.109,115,101,117,103,104,101,64,26,
8.0,Andrew Nembhard,25.0,SG,23,23,769,0.471,0.474,0.465,0.561,0.804,0.59,0.206,0.386,101,87,129,103,103,102,85,92,
9.0,Aaron Nesmith,25.0,SF,23,23,650,0.472,0.444,0.492,0.613,0.861,0.639,0.17,0.575,101,82,137,113,110,111,70,137,
10.0,Ben Sheppard,23.0,SG,21,0,293,0.471,0.692,0.395,0.618,1.0,0.635,0.078,0.745,101,127,110,114,128,110,32,177,
11.0,Pascal Siakam,30.0,PF,23,23,771,0.513,0.541,0.427,0.565,0.713,0.598,0.358,0.24,110,99,118,104,91,104,147,57,
12.0,Obi Toppin,26.0,PF,23,0,440,0.485,0.624,0.321,0.558,0.694,0.578,0.211,0.456,104,114,89,103,89,100,87,108,
13.0,Myles Turner,28.0,C,23,23,675,0.484,0.581,0.344,0.555,0.771,0.607,0.438,0.411,104,107,96,102,99,105,181,98,
14.0,Jarace Walker,21.0,PF,12,0,117,0.382,0.357,0.4,0.5,0.5,0.503,0.118,0.588,82,66,111,92,64,87,48,140,
,Team Totals,,,23,23,5572,0.484,0.546,0.39,0.562,0.785,0.599,0.292,0.4,103,100,108,103,101,104,120,95,
