Rk,Unnamed: 1,Salary
1,Kevin Love,"$31,258,256"
2,Jarrett Allen,"$20,000,000"
3,Caris LeVert,"$17,500,000"
4,Lauri Markkanen,"$15,690,909"
5,Cedi Osman,"$8,133,334"
6,Evan Mobley,"$8,075,160"
7,Darius Garland,"$7,040,880"
8,Isaac Okoro,"$6,720,720"
9,Collin Sexton,"$6,349,671"
10,Ed Davis,"$2,641,691"
11,Rajon Rondo,"$2,641,691"
12,Dylan Windler,"$2,239,200"
13,Dean Wade,"$1,782,621"
14,Kevin Pangos,"$1,669,178"
15,Lamar Stevens,"$1,517,981"
16,J.R. Smith,"$1,456,666"
17,Moses Brown,"$211,046"
18,Tim Frazier,"$128,709"
19,Justin Anderson,"$111,457"
20,Luke Kornet,"$102,831"
21,Brandon Goodwin,"$99,380"
22,Malik Newman,"$85,578"
23,RJ Nembhard,"$58,493"
24,Tre Scott,"$53,176"
25,Tacko Fall,$0
