Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Darius Garland,22.0,68,68,2430,542,1173,0.462,174,454,0.383,368,719,0.512,0.536,215,241,0.892,39,185,224,583,89,7,248,115,1473,1,AS
2.0,Evan Mobley,20.0,69,69,2331,422,830,0.508,23,92,0.25,399,738,0.541,0.522,167,252,0.663,143,427,570,174,56,115,133,147,1034,0,ROY-2
3.0,Isaac Okoro,21.0,67,61,1981,207,431,0.48,55,157,0.35,152,274,0.555,0.544,119,155,0.768,72,129,201,121,56,22,58,164,588,0,
4.0,Lauri Markkanen,24.0,61,61,1878,313,703,0.445,136,380,0.358,177,323,0.548,0.542,138,159,0.868,59,286,345,81,45,30,54,130,900,0,
5.0,Jarrett Allen,23.0,56,56,1809,369,545,0.677,1,10,0.1,368,535,0.688,0.678,165,233,0.708,192,410,602,92,44,75,94,97,904,0,AS
6.0,Kevin Love,33.0,74,4,1665,327,761,0.43,187,477,0.392,140,284,0.493,0.553,166,198,0.838,87,449,536,160,26,18,98,101,1007,0,6MOY-2
7.0,Cedi Osman,26.0,66,3,1462,247,572,0.432,128,359,0.357,119,213,0.559,0.544,87,131,0.664,25,121,146,135,52,10,67,127,709,0,
8.0,Lamar Stevens,24.0,63,13,1015,156,319,0.489,18,65,0.277,138,254,0.543,0.517,53,75,0.707,47,117,164,44,31,18,41,106,383,0,
9.0,Dean Wade,25.0,51,28,980,99,217,0.456,51,142,0.359,48,75,0.64,0.574,20,30,0.667,31,119,150,52,29,7,16,88,269,0,
10.0,Ricky Rubio,31.0,34,8,970,149,411,0.363,59,174,0.339,90,237,0.38,0.434,88,103,0.854,15,126,141,225,49,7,90,75,445,0,
11.0,Caris LeVert,27.0,19,10,567,101,232,0.435,21,67,0.313,80,165,0.485,0.481,35,47,0.745,13,51,64,75,16,5,33,40,258,0,
12.0,Brandon Goodwin,26.0,36,5,502,64,154,0.416,19,55,0.345,45,99,0.455,0.477,24,38,0.632,14,53,67,91,25,1,36,39,171,0,
13.0,Dylan Windler,25.0,50,0,459,37,98,0.378,21,70,0.3,16,28,0.571,0.485,15,18,0.833,21,68,89,34,14,3,16,47,110,0,
14.0,Rajon Rondo,35.0,21,1,408,45,105,0.429,23,58,0.397,22,47,0.468,0.538,18,24,0.75,5,54,59,103,18,1,34,31,131,0,
15.0,Collin Sexton,23.0,11,11,316,68,151,0.45,11,45,0.244,57,106,0.538,0.487,29,39,0.744,13,23,36,23,10,0,31,25,176,0,
16.0,Denzel Valentine,28.0,22,0,204,23,62,0.371,18,44,0.409,5,18,0.278,0.516,0,0,,9,29,38,11,7,0,10,17,64,0,
17.0,Ed Davis,32.0,31,3,201,11,16,0.688,0,0,,11,16,0.688,0.688,6,14,0.429,14,50,64,7,3,9,5,33,28,0,
18.0,Moses Brown,22.0,14,5,176,37,58,0.638,0,0,,37,58,0.638,0.638,16,29,0.552,23,51,74,0,4,7,6,25,90,0,
19.0,Kevin Pangos,29.0,24,3,166,15,46,0.326,6,26,0.231,9,20,0.45,0.391,3,4,0.75,2,9,11,30,3,0,7,11,39,0,
20.0,RJ Nembhard Jr.,22.0,14,0,63,6,18,0.333,0,2,0.0,6,16,0.375,0.333,3,4,0.75,3,4,7,12,1,0,3,2,15,0,
21.0,Tacko Fall,26.0,11,1,59,5,12,0.417,0,0,,5,12,0.417,0.417,2,7,0.286,7,16,23,2,0,6,3,3,12,0,
22.0,Justin Anderson,28.0,3,0,47,4,8,0.5,2,6,0.333,2,2,1.0,0.625,3,4,0.75,0,6,6,6,1,0,2,4,13,0,
23.0,Luke Kornet,26.0,2,0,15,1,5,0.2,0,1,0.0,1,4,0.25,0.2,2,3,0.667,2,1,3,1,0,1,0,1,4,0,
24.0,Tre Scott,25.0,2,0,11,3,6,0.5,0,1,0.0,3,5,0.6,0.5,0,0,,1,1,2,0,1,1,0,2,6,0,
25.0,Malik Newman,24.0,1,0,8,3,5,0.6,0,1,0.0,3,4,0.75,0.6,2,2,1.0,0,1,1,1,0,0,1,0,8,0,
26.0,Tim Frazier,31.0,2,0,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,1,0,0,2,3,2,0,
,Team Totals,,82,82,19731,3255,6940,0.469,953,2686,0.355,2302,4254,0.541,0.538,1376,1810,0.76,837,2786,3623,2064,580,343,1088,1433,8839,1,
